name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Paul Jaboulet Aine Crozeshermitage Domaine De Thalabert 2013,Crozeshermitage,France,2013,Paul Jaboulet Aine,Sparkling,Unknown,39.01,4.0,,3.663818023518565,11
Di Lenardo Cabernet 2015,Venezia Giulia,Italy,2015,Di Lenardo,Sparkling,Unknown,10.19,3.7,,2.3214068472346336,9
Adorn Pinot Noir 2019,California,United States,2019,Adorn,Red,Pinot Noir,9.99,3.4,,2.3015845926604626,5
Mustiguillo Mestizaje Tinto 2018,Other,Spain,2018,Mustiguillo,Red,Unknown,10.95,3.8,,2.39333945626251,6
Monteabellon Ribera Del Duero 14 Meses En Barrica 2015,Ribera Del Duero,Spain,2015,Monteabellon,Rose,Unknown,34.72,3.9,,3.547315889792149,9
Vadio Tinto 2015,Bairrada,Portugal,2015,Vadio,Sparkling,Unknown,15.08,3.8,,2.71336936257981,9
Mezzacorona Castel Firmian Teroldego Rotaliano 2018,Teroldego Rotaliano,Italy,2018,Mezzacorona,Rose,Teroldego,8.22,3.6,,2.1065702090680887,6
Viu Manent San Carlos Estate Malbec 2017,Colchagua Valley,Chile,2017,Viu Manent,Red,Malbec,26.99,4.0,,3.295466427029913,7
Perez Cruz Carmenere Limited Edition 2019,Maipo Valley,Chile,2019,Perez Cruz,Red,Carmenere,19.99,4.3,,2.9952321485123083,5
Chateau La Couspaude Saintemilion Grand Cru Grand Cru Classe 2000,Saintemilion Grand Cru,France,2000,Chateau La Couspaude,Red,Unknown,136.43,4.3,,4.915811662574783,24
The Kings Series The Kings Wrath Pinot Noir 2016,Marlborough,New Zealand,2016,The Kings Series,Red,Pinot Noir,51.43,3.8,,3.940221659786825,8
Domaine Des Marrans Fleurie Rouge 2019,Fleurie,France,2019,Domaine Des Marrans,Red,Unknown,25.99,3.6,,3.2577118486533987,5
Lenotti Bardolino Classico 2017,Other,Italy,2017,Lenotti,Sparkling,Bardolino,5.24,3.6,,1.6563214983329508,7
Bodegas Care Crianza Tempranillo Merlot 2016,Carinena,Spain,2016,Bodegas Care,Rose,Tempranillo,9.42,3.9,,2.242835088588272,8
Michele Chiarlo Cipressi Nizza 2018,Barbera Dasti,Italy,2018,Michele Chiarlo,Red,Unknown,24.99,3.9,,3.2184757448468613,6
Ricasoli Chianti 2018,Chianti,Italy,2018,Ricasoli,Rose,Chianti,7.82,3.5,,2.05668455455722,6
San Marzano Talo Negroamaro 2018,Salento,Italy,2018,San Marzano,Red,Negroamaro,10.73,3.8,,2.373043556642607,6
Villa Cavarena Amarone 2016,Amarone Della Valpolicella,Italy,2016,Villa Cavarena,Rose,Unknown,41.73,3.8,,3.731220294603461,8
Chateau Lynchbages Pauillac Grand Cru Classe 2000,Pauillac,France,2000,Chateau Lynchbages,White,Unknown,417.72,4.5,,6.034811351611348,24
Casa Rojo Musso Merlot 2016,Castilla,Spain,2016,Casa Rojo,Sparkling,Merlot,7.1,3.4,,1.9600947840472696,8
Val Di Suga Brunello Di Montalcino Vigna Del Lago 2013,Brunello Di Montalcino,Italy,2013,Val Di Suga,Rose,Unknown,47.63,4.4,,3.863462814812769,11
Palacio De Primavera Rioja Reserva 2015,Rioja,Spain,2015,Palacio De Primavera,Rose,Rioja,16.17,3.7,,2.783157673589016,9
Clos Du Bois Sonoma Reserve Cabernet Sauvignon 2016,Alexander Valley,United States,2016,Clos Du Bois,Red,Cabernet Sauvignon,14.99,4.0,,2.7073833121145063,8
Castello Di Monsanto Chianti Classico 2016,Chianti Classico,Italy,2016,Castello Di Monsanto,Rose,Chianti,13.69,3.8,,2.6166656393003573,8
El Grifo Reserva De Familia Syrah 2015,Other,Spain,2015,El Grifo,Sparkling,Syrah,36.88,4.1,,3.6076693986883934,9
Jeanpierre Moueix Pomerol 2015,Pomerol,France,2015,Jeanpierre Moueix,Red,Pomerol,26.83,3.8,,3.2895206644375325,9
Ghost Pines Cabernet Sauvignon 2009,North Coast,United States,2009,Ghost Pines,Red,Cabernet Sauvignon,17.99,3.7,,2.8898160479624413,15
Schola Sarmenti Nauna Primitivo Negroamaro 2016,Salento,Italy,2016,Schola Sarmenti,Sparkling,Negroamaro,22.75,4.4,,3.1245651453969594,8
Poliziano Rosso Di Montepulciano 2015,Rosso Di Montepulciano,Italy,2015,Poliziano,White,Montepulciano,10.8,3.7,,2.379546134130174,9
Dr Heger Winklerberg Spatburgunder Gg 2011,Baden,Germany,2011,Dr Heger,Rose,Unknown,59.67,4.0,,4.088829381533991,13
Loxarel Ops Tinto 2017,Cataluna,Spain,2017,Loxarel,Red,Unknown,13.38,3.6,,2.5937610547000824,7
Salentein Barrel Selection Cabernet Sauvignon 2018,Uco Valley,Argentina,2018,Salentein,White,Cabernet Sauvignon,14.0,3.6,,2.6390573296152584,6
Bodegas Nekeas Cepa X Cepa Garnacha 2018,Navarra,Spain,2018,Bodegas Nekeas,Rose,Garnacha,7.58,3.8,,2.0255131996542803,6
Nederburg 56 Hundred Cabernet Sauvignon 2018,Coastal Region,South Africa,2018,Nederburg,Sparkling,Cabernet Sauvignon,6.85,3.7,,1.924248652274134,6
Bodegas San Roman Tinto 2016,Toro,Spain,2016,Bodegas San Roman,White,Unknown,28.1,4.3,,3.3357695763397,8
Huguet De Can Feixes Negre Seleccio 2019,Penedes,Spain,2019,Huguet De Can Feixes,Red,Unknown,22.99,3.7,,3.1350593387750902,5
La Crema Monterey Pinot Noir 2020,Monterey,United States,2020,La Crema,Red,Pinot Noir,12.99,3.7,,2.564179830682508,4
Alpha Estate Syrah Turtles Vineyard 2017,Other,Greece,2017,Alpha Estate,Red,Syrah,16.88,3.8,,2.826129489167811,7
Opolo Summit Creek Cabernet Sauvignon 2018,Paso Robles,United States,2018,Opolo,Red,Cabernet Sauvignon,21.99,3.7,,3.090587804566669,6
Chateau De Saint Cosme Gigondas Le Claux 2014,Gigondas,France,2014,Chateau De Saint Cosme,White,Gigondas,78.12,4.3,,4.358246106008478,10
St Michaeleppan Lagrein 2010,Sudtirol Alto Adige,Italy,2010,St Michaeleppan,Red,Lagrein,16.99,3.4,,2.8326249356838407,14
Tenute Silvio Nardi Brunello Di Montalcino Vigneto Manachiara 2010,Brunello Di Montalcino,Italy,2010,Tenute Silvio Nardi,Sparkling,Unknown,84.14,4.2,,4.432482078162375,14
Maquina Y Tabla El Oso Y La Alemana Tinto 2019,Toro,Spain,2019,Maquina Y Tabla,Red,Unknown,10.97,4.0,,2.395164274287139,5
Heinrich Blaufrankisch 2017,Neusiedlersee,Austria,2017,Heinrich,Red,Blaufrankisch,24.99,3.8,12.5,3.2184757448468613,7
Planeta Maroccoli Syrah 2015,Menfi,Italy,2015,Planeta,Rose,Syrah,22.01,4.0,,3.0914968955383704,9
Chateau Fleur Deymerits Lalande De Pomerol 2018,Lalandedepomerol,France,2018,Chateau Fleur Deymerits,Red,Pomerol,29.99,4.3,,3.4008639927609177,6
Vina Pedrosa Cepa Gavilan Crianza Ribera Del Duero 2019,Ribera Del Duero,Spain,2019,Vina Pedrosa,Red,Unknown,11.08,3.7,,2.405141681319138,5
Niepoort Dao Rotulo Tinto 2013,Dao,Portugal,2013,Niepoort,White,Unknown,25.12,3.4,,3.223664341599998,11
Hermon Mount Hermon Indigo 2017,Galilee,Israel,2017,Hermon,White,Unknown,13.17,3.4,,2.5779415157551897,7
Barone Montalto Syrah 2016,Terre Siciliane,Italy,2016,Barone Montalto,Red,Syrah,8.99,3.6,,2.196112848483529,8
Altos De Tamaron Roble Ribera Del Duero 2020,Ribera Del Duero,Spain,2020,Altos De Tamaron,Red,Roble Ribera Del Duero,7.22,3.4,,1.9768549529047348,4
Santa Rita 120 Reserva Especial Merlot 2018,Central Valley,Chile,2018,Santa Rita,Red,Merlot,6.99,3.3,,1.944480556245719,6
Trio Cabernet Sauvignon Cabernet Franc Syrah 2017,Rapel Valley,Chile,2017,Trio,Red,Cabernet Sauvignon,10.84,3.6,,2.3832429960115,7
Alki Cabernet Sauvignon 2018,Washington,United States,2018,Alki,Red,Cabernet Sauvignon,17.99,4.0,,2.8898160479624413,6
Chateau De Saint Cosme Gigondas Le Claux 2013,Gigondas,France,2013,Chateau De Saint Cosme,Sparkling,Gigondas,78.12,4.3,,4.358246106008478,11
Chateau Montrose Saintestephe Grand Cru Classe 2010,Saintestephe,France,2010,Chateau Montrose,White,Rose,302.71,4.4,,5.712775251491246,14
Protos Seleccion Finca El Grajo Viejo 2012,Ribera Del Duero,Spain,2012,Protos,White,Unknown,59.57,4.1,,4.087152091640596,12
Domaine Lafage Fundacio 2016,Cotes Du Roussillon,France,2016,Domaine Lafage,Sparkling,Unknown,23.26,3.9,,3.1467351470905185,8
Caro Aruma Malbec 2017,Mendoza,Argentina,2017,Caro,Red,Malbec,18.99,3.8,,2.9439125248241944,7
Tenuta Degli Dei Cavalli 2012,Toscana,Italy,2012,Tenuta Degli Dei,Rose,Unknown,44.77,4.0,,3.8015382722528734,12
Bodegas Principe De Viana Crianza 2015,Navarra,Spain,2015,Bodegas Principe De Viana,Red,Unknown,6.86,3.5,,1.925707441737794,9
Hugel Classic Pinot Noir 2016,Alsace,France,2016,Hugel,Sparkling,Pinot Noir,16.83,3.5,,2.8231630082027146,8
Varvaglione Cosimo Varvaglione Collezione Privata Negroamaro Del Salento 2014,Salento,Italy,2014,Varvaglione,White,Negroamaro,22.68,4.2,,3.121483478859551,10
Bodegas Arraez Vividor Bobal 2019,Utielrequena,Spain,2019,Bodegas Arraez,Red,Unknown,7.5,3.6,,2.0149030205422647,5
El Grifo Ariana 2017,Other,Spain,2017,El Grifo,Rose,Unknown,21.69,3.9,,3.076851324838783,7
Hugel Pinot Noir 2015,Alsace,France,2015,Hugel,Sparkling,Pinot Noir,19.01,3.5,,2.944965156500338,9
Firriato Chiaramonte Nero Davola 2017,Terre Siciliane,Italy,2017,Firriato,Red,Nero Davola,9.21,3.7,,2.2202898502672155,7
Castiglion Del Bosco Rosso Di Montalcino 2015,Rosso Di Montalcino,Italy,2015,Castiglion Del Bosco,Rose,Unknown,28.75,3.9,,3.3586377672433594,9
Claus Preisinger Kieselstein Zweigelt 2017,Burgenland,Austria,2017,Claus Preisinger,Rose,Zweigelt,14.39,3.8,,2.6665335208992764,7
Vega Sicilia Valbuena 5O 2015,Ribera Del Duero,Spain,2015,Vega Sicilia,Sparkling,Unknown,142.13,4.6,,4.956742131750921,9
Greg Norman Pinot Noir 2017,Santa Barbara County,United States,2017,Greg Norman,Red,Pinot Noir,14.99,3.6,,2.7073833121145063,7
Chateau Duplessis Moulisenmedoc 2014,Moulisenmedoc,France,2014,Chateau Duplessis,Red,Unknown,16.55,3.6,,2.806386101823072,10
Beronia Rioja Vinas Viejas 2016,Rioja,Spain,2016,Beronia,Rose,Rioja,15.18,3.6,,2.719978771967484,8
Boekenhoutskloof Porcupine Ridge Syrah 2017,Swartland,South Africa,2017,Boekenhoutskloof,Rose,Syrah,11.23,3.5,,2.418588768750352,7
Descendientes De J Palacios Petalos 2014,Bierzo,Spain,2014,Descendientes De J Palacios,Red,Unknown,19.48,3.8,,2.969388298214389,10
Oberon Merlot 2020,Napa Valley,United States,2020,Oberon,Red,Merlot,24.99,4.7,13.7,3.2184757448468613,4
Fattoria Del Cerro Manero Rosso Di Toscana 2016,Toscana,Italy,2016,Fattoria Del Cerro,Red,Rosso Di Toscana,15.0,3.3,,2.70805020110221,8
Kuleto Estate India Ink Red 2019,Napa Valley,United States,2019,Kuleto Estate,Red,Unknown,13.99,3.7,,2.63834278867739,5
Chateau De Carles Fronsac 2016,Fronsac,France,2016,Chateau De Carles,Red,Fronsac,16.99,3.7,,2.8326249356838407,8
King Estate Pinot Noir 2015,Oregon,United States,2015,King Estate,Red,Pinot Noir,23.75,3.9,,3.1675825304806504,9
Domaine Des Roches Neuves Franc De Pied Saumurchampigny 2015,Other,France,2015,Domaine Des Roches Neuves,Rose,Unknown,43.29,4.0,,3.767921661453889,9
Avondale Jontys Ducks Pekin Red 2014,Paarl,South Africa,2014,Avondale,Red,Unknown,13.99,3.8,,2.63834278867739,10
Mcbride Sisters Red Blend 2019,Central Coast,United States,2019,Mcbride Sisters,Red,Red Blend,19.99,3.9,,2.9952321485123083,5
Chateau Larrivaux Hautmedoc 2016,Hautmedoc,France,2016,Chateau Larrivaux,White,Unknown,19.48,3.9,,2.969388298214389,8
Kanonkop Cabernet Sauvignon 2014,Stellenbosch,South Africa,2014,Kanonkop,Rose,Cabernet Sauvignon,33.09,4.2,,3.499231121933521,10
Casa Gran Del Siurana Priorat Gr174 2019,Priorat,Spain,2019,Casa Gran Del Siurana,Sparkling,Unknown,15.14,3.8,,2.717340248009303,5
Campillo Crianza Rioja 2017,Rioja,Spain,2017,Campillo,Red,Crianza Rioja,11.2,3.7,,2.4159137783010487,7
La Spinetta Vursu Barolo Campe 2010,Barolo,Italy,2010,La Spinetta,Sparkling,Barolo,105.66,4.3,,4.6602263917361695,14
Ettore Germano Barolo Cerretta 2010,Barolo,Italy,2010,Ettore Germano,White,Barolo,55.78,4.1,,4.021415382199343,14
Bernhard Huber Alte Reben Spatburgunder 2016,Baden,Germany,2016,Bernhard Huber,Rose,Unknown,37.87,4.0,,3.634159241913703,8
Caliterra Tributo Cabernet Sauvignon 2016,Colchagua Valley,Chile,2016,Caliterra,Rose,Cabernet Sauvignon,12.91,3.9,,2.558002204858551,8
Inama Azienda Agricola Carmenere Piu 2015,Other,Italy,2015,Inama Azienda Agricola,Red,Carmenere,23.99,3.8,,3.177637076851603,9
Haraszthy Family Cellars Bearitage Red 2016,Lodi,United States,2016,Haraszthy Family Cellars,Red,Unknown,13.09,3.6,,2.5718485799218085,8
Morgenster Estate Rouge Estate Reserve 2013,Stellenbosch,South Africa,2013,Morgenster Estate,Red,Unknown,39.6,4.1,,3.6788291182604342,11
Antichi Vinai Sciare Di Est Nero Davola 2017,Terre Siciliane,Italy,2017,Antichi Vinai,Sparkling,Nero Davola,8.05,3.5,,2.085672091430472,7
Chateau Fontesteau Hautmedoc 2011,Hautmedoc,France,2011,Chateau Fontesteau,Rose,Unknown,20.46,3.8,,3.0184717605234805,13
Morties Picsaintloup 2017,Picsaintloup,France,2017,Morties,Sparkling,Unknown,18.34,3.8,,2.9090844668283187,7
Red Truck Red 2011,California,United States,2011,Red Truck,Red,Unknown,11.99,3.2,,2.484072969039423,13
Camille Cayran Antique Cairanne 2016,Other,France,2016,Camille Cayran,White,Unknown,14.58,4.0,,2.6796507265805123,8
Virginia Dare The Lost Colony Red 2014,Sonoma County,United States,2014,Virginia Dare,Sparkling,Unknown,26.37,3.9,,3.2722270003651954,10
Baden Numen I 2017,Ribera Del Duero,Spain,2017,Baden Numen,Rose,Unknown,18.51,4.1,,2.9183111265854063,7
Canoe Ridge The Explorer 2016,Horse Heaven Hills,United States,2016,Canoe Ridge,Red,Unknown,25.99,3.5,,3.2577118486533987,8
Entwine Cabernet Sauvignon 2016,California,United States,2016,Entwine,Red,Cabernet Sauvignon,9.22,3.6,,2.221375037568502,8
Paul Mas Allnatt Rouge Souplesse 2018,Languedoc,France,2018,Paul Mas,Rose,Unknown,8.13,3.8,,2.0955609235597192,6
Felix Solis Consigna Cabernet Sauvignon 2018,Castilla,Spain,2018,Felix Solis,Rose,Cabernet Sauvignon,5.41,3.3,,1.6882490928583902,6
Chateau Belairmonange Annonce Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau Belairmonange,White,Unknown,63.35,3.9,,4.148674906767148,9
Enate Cabernet Sauvignon Merlot 2016,Somontano,Spain,2016,Enate,White,Cabernet Sauvignon,10.31,3.6,,2.3331142980288684,8
Domaine De Chateaumar Cuvee Bastien Grenache Cotes Du Rhone 2020,Cotesdurhone,France,2020,Domaine De Chateaumar,Red,Grenache,19.99,4.1,,2.9952321485123083,4
Santa Cristina Le Maestrelle Toscana 2018,Toscana,Italy,2018,Santa Cristina,Sparkling,Unknown,10.74,3.8,,2.3739750890807185,6
Chateau Etang Des Colombes Corbieres 2018,Corbieres,France,2018,Chateau Etang Des Colombes,Red,Unknown,7.25,3.7,,1.9810014688665836,6
Bodega Sommos Merlot Cabernet Roble 2020,Somontano,Spain,2020,Bodega Sommos,Red,Unknown,7.28,3.7,,1.9851308622085944,4
Fontanafredda Briccotondo Barbera 2019,Other,Italy,2019,Fontanafredda,Red,Barbera,18.99,3.9,13.5,2.9439125248241944,5
Domaine Chanzy Mercurey 1Er Cru Clos Du Roy Rouge 2017,Other,France,2017,Domaine Chanzy,Rose,Unknown,33.74,4.1,,3.5186840771178223,7
Kaapzicht Bin 3 Merlot Cabernet Sauvignon 2016,Stellenbosch,South Africa,2016,Kaapzicht,White,Cabernet Sauvignon,14.97,3.8,,2.706048198431537,8
Kaiken Estate Malbec 2019,Mendoza,Argentina,2019,Kaiken,Red,Malbec,14.99,3.8,,2.7073833121145063,5
Marques De Murrieta Reserva Rioja Finca Ygay 2015,Rioja,Spain,2015,Marques De Murrieta,Red,Rioja,18.92,4.1,,2.940219563623732,9
Telmo Rodriguez Gazur 2012,Ribera Del Duero,Spain,2012,Telmo Rodriguez,Red,Unknown,14.99,3.5,,2.7073833121145063,12
Manincor Reserve Del Conte 2018,Sudtirol Alto Adige,Italy,2018,Manincor,Red,Unknown,25.99,4.0,,3.2577118486533987,6
Niepoort Douro Reserva Fabelhaft 2015,Douro,Portugal,2015,Niepoort,Red,Unknown,16.1,3.6,,2.778819271990417,9
Layer Cake Sea Of Stones Red 2016,Mendoza,Argentina,2016,Layer Cake,Red,Unknown,15.99,3.7,,2.771963526845863,8
Poggio Delle Faine Toscana 2007,Toscana,Italy,2007,Poggio Delle Faine,Rose,Unknown,24.22,3.7,,3.1871787381249463,17
Ego Goru Monastrell 2018,Jumilla,Spain,2018,Ego,Red,Monastrell,8.98,3.8,,2.1949998823141086,6
Torres Grans Muralles 2015,Other,Spain,2015,Torres,Sparkling,Unknown,93.67,4.4,,4.539777967221039,9
Statti Gaglioppo 2017,Calabria,Italy,2017,Statti,White,Gaglioppo,10.3,3.5,,2.33214389523559,7
Chateau Darmailhac Pauillac Grand Cru Classe 2014,Pauillac,France,2014,Chateau Darmailhac,Sparkling,Unknown,102.86,4.0,,4.63336884034677,10
Teso La Monja Romanico 2016,Toro,Spain,2016,Teso La Monja,Red,Unknown,10.8,3.7,,2.379546134130174,8
Chateau Pontetcanet Pauillac Grand Cru Classe 2016,Pauillac,France,2016,Chateau Pontetcanet,Sparkling,Unknown,180.6,4.5,,5.196284640982885,8
Chateau Pesquie Ventoux Terrasses 2017,Ventoux,France,2017,Chateau Pesquie,Sparkling,Unknown,10.31,3.8,,2.3331142980288684,7
Montvac Arabesque Vacqueyras 2011,Vacqueyras,France,2011,Montvac,Red,Unknown,17.95,3.6,,2.887590114934288,13
Vinchio Vaglio Serra Barolo 2012,Barolo,Italy,2012,Vinchio Vaglio Serra,Rose,Barolo,28.75,3.8,,3.3586377672433594,12
Giacosa Fratelli Barbaresco 2014,Barbaresco,Italy,2014,Giacosa Fratelli,Rose,Unknown,13.78,3.2,,2.6232182655855127,10
Domaine Anne Gros Jeanpaul Tollot Les Fontanilles Minervois 2016,Minervois,France,2016,Domaine Anne,Red,Unknown,22.73,3.8,,3.1236856378644515,8
Corte Figaretto Brolo Del Figaretto Amarone Della Valpolicella Valpantena 2014,Other,Italy,2014,Corte Figaretto,Red,Unknown,35.47,4.2,,3.5686872687855304,10
Chateau De Camensac Hautmedoc Grand Cru Classe 2014,Hautmedoc,France,2014,Chateau De Camensac,Rose,Unknown,31.36,3.7,,3.4455331954822075,10
Torbreck Woodcutters Shiraz 2020,Barossa Valley,Australia,2020,Torbreck,Red,Shiraz,21.35,4.0,,3.061051739674633,4
Gallo Family Vineyards Cabernet Sauvignon 2018,California,United States,2018,Gallo Family Vineyards,Red,Cabernet Sauvignon,6.56,3.6,,1.8809906029559973,6
Chateau Des Capitans Julienas 2019,Other,France,2019,Chateau Des Capitans,Red,Unknown,22.99,4.0,,3.1350593387750902,5
Mas Oller Pur 2018,Cataluna,Spain,2018,Mas Oller,Red,Unknown,11.43,3.8,,2.436241477806719,6
Casas Del Bosque Pinot Noir Pequenas Producciones 2015,Casablanca Valley,Chile,2015,Casas Del Bosque,Red,Pinot Noir,31.41,4.2,,3.447126313550555,9
La Suffrene Bandol 2016,Bandol,France,2016,La Suffrene,Sparkling,Unknown,20.51,3.8,,3.0209125720842893,8
Sonomacutrer Pinot Noir 2019,Russian River Valley,United States,2019,Sonomacutrer,Red,Pinot Noir,29.99,3.9,,3.4008639927609177,5
Soto Y Manrique La Vina De Ayer Cebreros 2017,Castilla Y Leon,Spain,2017,Soto Y Manrique,Red,Unknown,10.64,3.3,,2.3646204839134985,7
Henschke Mount Edelstone Shiraz 2013,Other,Australia,2013,Henschke,White,Shiraz,183.36,4.3,,5.211451433526374,11
M Chapoutier Hermitage Monier De La Sizeranne 2015,Hermitage,France,2015,M Chapoutier,Sparkling,Unknown,65.78,4.3,,4.18631584076091,9
Substance Cabernet Sauvignon Cs 2017,Columbia Valley,United States,2017,Substance,White,Cabernet Sauvignon,25.93,3.7,,3.255400599550573,7
Cune Cvne Roble 2018,Ribera Del Duero,Spain,2018,Cune Cvne,Red,Unknown,6.4,3.5,,1.856297990365626,6
Paolo Manzone Luvi Langhe Rosso 2016,Langhe,Italy,2016,Paolo Manzone,Rose,Unknown,21.05,3.8,,3.0469005601283903,8
Michel Torino Coleccion Malbec 2019,Other,Argentina,2019,Michel Torino,Red,Malbec,10.72,3.7,,2.372111155642656,5
R Lopez De Heredia Rioja Vina Tondonia Reserva 2004,Rioja,Spain,2004,R Lopez,Red,Tempranillo,92.97,4.5,12.5,4.532276860467767,20
Santa Rita 120 Merlot 2016,Central Valley,Chile,2016,Santa Rita,Red,Merlot,7.35,3.2,,1.9947003132247452,8
Chateau Grand Barrail Lamarzelle Figeac Saintemilion Grand Cru 2013,Saintemilion Grand Cru,France,2013,Chateau Grand Barrail Lamarzelle Figeac,Rose,Unknown,32.01,3.8,,3.466048353981772,11
Barone Montalto Syrah 2016,Terre Siciliane,Italy,2016,Barone Montalto,Sparkling,Syrah,8.99,3.6,,2.196112848483529,8
Chateau Musar Rouge Gaston Hochar 2013,Bekaa Valley,Lebanon,2013,Chateau Musar,Red,Unknown,36.91,3.8,,3.608482517041908,11
Chateau Monbrison Margaux 2013,Margaux,France,2013,Chateau Monbrison,Rose,Margaux,34.72,4.1,,3.547315889792149,11
Finca Los Aljibes Vina Aljibes Red Blend 2018,Castilla,Spain,2018,Finca Los Aljibes,Red,Unknown,7.28,3.6,,1.9851308622085944,6
Ilurce Rio Madre Graciano 2019,Rioja,Spain,2019,Ilurce,Red,Unknown,10.99,3.6,,2.3969857684155302,5
Bruno Murciano Lalegria Bobal Arcilla 2019,Utielrequena,Spain,2019,Bruno Murciano,Red,Unknown,10.5,4.0,,2.3513752571634776,5
Vietti Barolo Castiglione 2016,Barolo,Italy,2016,Vietti,Red,Barolo,50.77,4.1,,3.927305628959304,8
Chateau Langoa Barton Saintjulien Grand Cru Classe 2000,Saintjulien,France,2000,Chateau Langoa Barton,Sparkling,Unknown,103.02,4.2,,4.634923144137439,24
Conde Predappio Sangiovese 2015,Other,Italy,2015,Conde,Sparkling,Sangiovese,16.38,4.2,,2.796061078424924,9
Latium Morini Campo Leon Amarone Della Valpolicella 2015,Amarone Della Valpolicella,Italy,2015,Latium Morini,White,Unknown,39.86,4.2,,3.685373314784648,9
Chateau Daussieres Blason Daussieres Corbieres 2015,Corbieres,France,2015,Chateau Daussieres,Red,Unknown,27.02,3.8,,3.2965773325320527,9
Tempore Independent Organic Tempranillo 2020,Aragon,Spain,2020,Tempore,Red,Tempranillo,9.99,3.7,,2.3015845926604626,4
Ricasoli Casalferro Toscana 2013,Toscana,Italy,2013,Ricasoli,Red,Unknown,39.46,4.0,,3.675287500594469,11
Abadia Da Cova Mencia 2016,Ribeira Sacra,Spain,2016,Abadia Da Cova,Red,Mencia,22.99,3.5,,3.1350593387750902,8
Finca Los Aljibes Red 2017,Castilla,Spain,2017,Finca Los Aljibes,Red,Unknown,10.64,3.5,,2.3646204839134985,7
Domaine De La Croix Iirresistible Cotes De Provence 2016,Cotes De Provence,France,2016,Domaine De La Croix,Rose,Unknown,14.65,3.7,,2.6844403354630764,8
Enrique Mendoza Pinot Noir Alicante 2019,Alicante,Spain,2019,Enrique Mendoza,Red,Unknown,10.64,3.5,,2.3646204839134985,5
Beringer Founders Estate Cabernet Sauvignon 2017,California,United States,2017,Beringer,Rose,Cabernet Sauvignon,12.86,3.7,,2.554121718809473,7
Chateau Du Lort Bordeaux Superieur 2017,Bordeaux Superieur,France,2017,Chateau Du Lort,Rose,Unknown,11.86,3.6,,2.4731713935695794,7
Bertin Fils Clos Lhermitage Lalande De Pomerol 2014,Lalandedepomerol,France,2014,Bertin Fils,Red,Pomerol,20.93,3.9,,3.0411835364579085,10
Santa Rita Medalla Real Gran Reserva Cabernet Sauvignon 2016,Maipo Valley,Chile,2016,Santa Rita,White,Cabernet Sauvignon,14.27,3.6,,2.658159431488745,8
Keringer Aviator Blaufrankisch 2018,Neusiedlersee,Austria,2018,Keringer,Red,Blaufrankisch,10.31,3.8,,2.3331142980288684,6
Chateau Peybonhomme Blaye Cotes De Bordeaux 2016,Blaye Cotes De Bordeaux,France,2016,Chateau Peybonhomme,Red,Unknown,14.64,3.5,,2.6837575085331653,8
Losada El Pajaro Rojo Mencia 2018,Bierzo,Spain,2018,Losada,Rose,Mencia,9.85,4.0,,2.2874714551839976,6
Andrian Rubeno Lagrein 2018,Sudtirol Alto Adige,Italy,2018,Andrian,Sparkling,Lagrein,12.48,3.8,,2.524127362941281,6
Backsberg Merlot 2017,Paarl,South Africa,2017,Backsberg,White,Merlot,11.12,3.6,,2.4087452888224363,7
Ochagavia Silvestre Carmenere 2018,Rapel Valley,Chile,2018,Ochagavia,Rose,Carmenere,7.49,3.7,,2.013568797529128,6
Domaine Des Aires Hautes Reserve Minervois La Liviniere 2015,Minervois La Liviniere,France,2015,Domaine Des Aires Hautes,Red,Unknown,14.99,3.8,,2.7073833121145063,9
Chateau De Fieuzal Pessacleognan Grand Cru Classe De Graves 2008,Pessacleognan,France,2008,Chateau De Fieuzal,White,Unknown,43.35,4.0,,3.769306703226551,16
San Donaci Anticaia Primitivo Salento 2018,Salento,Italy,2018,San Donaci,Rose,Primitivo,6.35,3.7,,1.8484548129046003,6
Apothic Inferno Aged In Whiskey Barrels Limited Release 2017,California,United States,2017,Apothic,Rose,Unknown,15.8,3.8,,2.760009940032921,7
Carchelo Carchelo C 2016,Jumilla,Spain,2016,Carchelo,White,Unknown,10.01,3.6,,2.303584593327129,8
Callia Alta Malbec 2009,Other,Argentina,2009,Callia,Red,Malbec,7.99,3.3,,2.0781907597781832,15
Banfi Aska Bolgheri 2016,Bolgheri,Italy,2016,Banfi,Sparkling,Unknown,17.25,4.0,,2.847812143477369,8
Avignonesi Cantaloro Toscana Rosso 2016,Toscana,Italy,2016,Avignonesi,Red,Unknown,7.99,3.8,,2.0781907597781832,8
Cortijo Tinto 2018,Rioja,Spain,2018,Cortijo,Red,Unknown,12.99,3.5,,2.564179830682508,6
Delas Francois De Tournon Saintjoseph 2017,Saintjoseph,France,2017,Delas,Red,Saintjoseph,36.91,3.9,,3.608482517041908,7
Avignonesi Vino Nobile Di Montepulciano 2014,Vino Nobile Di Montepulciano,Italy,2014,Avignonesi,Red,Montepulciano,19.25,3.9,,2.9575110607337933,10
Chateau Saintroch Kerbuccio Maury Sec 2014,Other,France,2014,Chateau Saintroch,Red,Unknown,23.76,3.8,,3.1680034944944446,10
