name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Domaine De Pierredon Cotesdurhonevillages Signargues 2016,Other,France,2016,Domaine De Pierredon,Red,Unknown,17.99,3.7,,2.8898160479624413,8
Courtney Benham Cabernet Sauvignon 2019,Napa Valley,United States,2019,Courtney Benham,Red,Cabernet Sauvignon,19.99,3.8,,2.9952321485123083,5
Dough Cabernet Sauvignon 2019,North Coast,United States,2019,Dough,Red,Cabernet Sauvignon,23.99,3.8,14.9,3.177637076851603,5
Fattoria Aldobrandesca Vie Cave Maremma Toscana 2016,Maremma Toscana,Italy,2016,Fattoria Aldobrandesca,Red,Unknown,26.58,4.0,,3.2801590532850997,8
Quinta Maria Izabel Mi Tinto 2017,Douro,Portugal,2017,Quinta Maria Izabel,White,Unknown,13.23,3.8,,2.582486978126864,7
Masseria Borgo Dei Trulli Negroamaro 2018,Salento,Italy,2018,Masseria Borgo Dei Trulli,White,Negroamaro,7.22,3.9,,1.9768549529047348,6
Alvaro Palacios Vi De Vila Gratallops 2017,Priorat,Spain,2017,Alvaro Palacios,White,Unknown,52.03,4.3,,3.951820475302213,7
Valdivieso Cabernet Sauvignon 2018,Central Valley,Chile,2018,Valdivieso,Red,Cabernet Sauvignon,8.25,3.3,,2.110213200346589,6
Salentein Barrel Selection Merlot 2017,Uco Valley,Argentina,2017,Salentein,White,Merlot,14.57,4.0,,2.6789646202071133,7
Tua Rita Giusto Di Notri Toscana 2016,Toscana,Italy,2016,Tua Rita,Red,Unknown,69.46,4.2,,4.240751047315928,8
Leo Hillinger Hill Side 2016,Burgenland,Austria,2016,Leo Hillinger,Red,Unknown,17.25,4.0,,2.847812143477369,8
Baglio Di Pianetto Ramione Merlot Nero Davola 2013,Terre Siciliane,Italy,2013,Baglio Di Pianetto,Rose,Merlot,17.25,3.8,,2.847812143477369,11
Chateau Daiguilhe Castillon Cotes De Bordeaux 2016,Castillon Cotes De Bordeaux,France,2016,Chateau Daiguilhe,Red,Unknown,31.41,4.0,,3.447126313550555,8
Mas Des Mas Gres De Montpellier 2016,Languedoc,France,2016,Mas Des Mas,Sparkling,Unknown,17.87,3.8,,2.8831233291713367,8
Domaine De Fondreche Ventoux 2019,Ventoux,France,2019,Domaine De Fondreche,Red,Unknown,20.99,3.8,,3.0440461338325417,5
Chateau Larrivet Hautbrion Pessacleognan 2008,Pessacleognan,France,2008,Chateau Larrivet Hautbrion,Rose,Unknown,54.2,4.0,,3.992680908445601,16
Domaines Astruc Merlot 2015,Pays Doc,France,2015,Domaines Astruc,Rose,Merlot,6.46,3.2,,1.8656293177945105,9
Capezzana Carmignano Villa Di Capezzana 2013,Other,Italy,2013,Capezzana,Sparkling,Unknown,25.93,3.8,,3.255400599550573,11
Chateau Valandraud Saintemilion Grand Cru Premier Grand Cru Classe 2017,Saintemilion Grand Cru,France,2017,Chateau Valandraud,Sparkling,Unknown,185.09,4.2,,5.220842193268625,7
Dr Von Bassermannjordan Ssprung Trocken 2015,Pfalz,Germany,2015,Dr Von Bassermannjordan,Sparkling,Unknown,14.65,3.5,,2.6844403354630764,9
Jean Stodden Spatburgunder 2017,Ahr,Germany,2017,Jean Stodden,Sparkling,Unknown,13.45,3.5,,2.598979106047848,7
Chateau Hautbrion Pessacleognan Premier Grand Cru Classe 2011,Pessacleognan,France,2011,Chateau Hautbrion,Red,Unknown,613.43,4.5,,6.419066158211629,13
Meyer Nakel Fruhburgunder 2017,Ahr,Germany,2017,Meyer Nakel,Sparkling,Unknown,22.24,3.6,,3.1018924693823817,7
Pata Negra Valdepenas Gran Reserva 2010,Valdepenas,Spain,2010,Pata Negra,Sparkling,Unknown,6.84,3.6,,1.922787731634459,14
Mezzacorona Castel Firmian Lagrein Trentino 2018,Trentino,Italy,2018,Mezzacorona,Sparkling,Lagrein,8.22,4.0,,2.1065702090680887,6
Antiyal Pura Fe Cabernet Sauvignon 2017,Maipo Valley,Chile,2017,Antiyal,Sparkling,Cabernet Sauvignon,18.39,3.5,,2.91180703861623,7
Vieira De Sousa Alice Vieira De Sousa Reserva Tinto 2019,Douro,Portugal,2019,Vieira De Sousa,Red,Unknown,8.27,4.1,,2.1126345090356,5
Cave De Tain Esprit De Granit Saintjoseph 2012,Saintjoseph,France,2012,Cave De Tain,Rose,Saintjoseph,30.3,4.0,,3.411147712515324,12
Leone De Castris Per Lui Salice Salentino Riserva 2013,Salice Salentino,Italy,2013,Leone De Castris,Red,Unknown,28.26,4.1,,3.3414473772563813,11
Arrayan Seleccion 2016,Other,Spain,2016,Arrayan,White,Unknown,10.74,3.7,,2.3739750890807185,8
Gd Vajra Barbera Dalba 2018,Barbera Dalba,Italy,2018,Gd Vajra,White,Barbera,17.92,4.0,,2.8859174075467844,6
Caduceus Merkin Vineyards Shinola 2014,Other,United States,2014,Caduceus,Red,Unknown,24.0,4.2,,3.1780538303479458,10
Te Mata Estate Vineyards Syrah 2015,Hawkes Bay,New Zealand,2015,Te Mata,Rose,Syrah,20.61,3.6,,3.025776394902368,9
Maal Biutiful 2019,Mendoza,Argentina,2019,Maal,Red,Unknown,24.99,3.7,,3.2184757448468613,5
Estancia Piedra Prohibida Unicamente Garnacha 2019,Toro,Spain,2019,Estancia Piedra,Red,Unknown,13.38,3.8,,2.5937610547000824,5
Chateau Belgrave Hautmedoc Grand Cru Classe 2005,Hautmedoc,France,2005,Chateau Belgrave,Red,Unknown,59.62,4.1,,4.087991088249925,19
Morgenster Estate Rouge Estate Reserve 2013,Stellenbosch,South Africa,2013,Morgenster Estate,Sparkling,Unknown,39.6,4.1,,3.6788291182604342,11
Fernandez De Pierola Crianza 2017,Rioja,Spain,2017,Fernandez De Pierola,Red,Crianza,10.02,3.8,,2.304583095656719,7
Castell Del Remei Oda Negre 2019,Costers Del Segre,Spain,2019,Castell Del Remei,Red,Unknown,13.66,4.1,,2.614471854142644,5
Yellow Tail Merlot 2019,South Eastern Australia,Australia,2019,Yellow Tail,Red,Merlot,6.99,3.5,,1.944480556245719,5
Chateau Maison Noble Chateau Jean De Bel Air Bordeaux Rouge 2012,Bordeaux,France,2012,Chateau Maison Noble,Red,Unknown,25.99,3.5,,3.2577118486533987,12
Toad Hollow Pinot Noir Goldies Vineyard 2016,Russian River Valley,United States,2016,Toad Hollow,Red,Pinot Noir,16.35,3.7,,2.7942278973432626,8
Lenotti Bardolino Classico 2017,Other,Italy,2017,Lenotti,Rose,Bardolino,5.24,3.6,,1.6563214983329508,7
Nocton Vineyard Pinot Noir 2016,Other,Australia,2016,Nocton Vineyard,Red,Pinot Noir,29.99,4.0,,3.4008639927609177,8
Morties Jamais Content Pic Saintloup 2016,Picsaintloup,France,2016,Morties,Rose,Unknown,28.1,4.2,,3.3357695763397,8
Wines From Hahn Estate Slh Pinot Noir 2019,Other,United States,2019,Wines From Hahn Estate,Red,Pinot Noir,21.99,4.0,,3.090587804566669,5
Pago Del Cielo Celeste Crianza 2017,Ribera Del Duero,Spain,2017,Pago Del Cielo,Red,Unknown,17.9,3.9,,2.884800712846709,7
Paul Jaboulet Aine Crozeshermitage Les Jalets 2017,Crozeshermitage,France,2017,Paul Jaboulet Aine,White,Unknown,25.12,3.9,,3.223664341599998,7
Mouchao Tinto 2013,Alentejano,Portugal,2013,Mouchao,Red,Unknown,42.3,4.2,,3.744787086052233,11
Bogle Pinot Noir 2016,California,United States,2016,Bogle,Sparkling,Pinot Noir,16.63,3.6,,2.811208293204836,8
Firriato Le Sabbie Delletna Rosso 2017,Etna,Italy,2017,Firriato,Red,Unknown,11.52,3.8,,2.444084655267745,7
Cascina Luisin Rabaja Barbaresco 2014,Barbaresco,Italy,2014,Cascina Luisin,Red,Unknown,41.24,4.2,,3.719408659148759,10
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2006,Saintjulien,France,2006,Chateau Ducrubeaucaillou,Rose,Unknown,179.02,4.4,,5.1874975314427925,18
Cantina Disera Core 2013,Trentino,Italy,2013,Cantina Disera,Red,Unknown,23.96,3.3,,3.1763857732472487,11
Warwick Three Cape Ladies Cape Blend 2016,Stellenbosch,South Africa,2016,Warwick,Red,Blend,18.11,3.8,,2.8964642718953217,8
Montgras Antu Cabernet Sauvignon Carmenere 2018,Colchagua Valley,Chile,2018,Montgras,Rose,Cabernet Sauvignon,12.91,4.0,,2.558002204858551,6
Cecilia Beretta Terre Di Cariano Amarone Della Valpolicella Classico 2012,Amarone Della Valpolicella Classico,Italy,2012,Cecilia Beretta,Sparkling,Unknown,43.68,4.2,,3.7768903314366495,12
Ritterhof Lagrein 2018,Sudtirol Alto Adige,Italy,2018,Ritterhof,Red,Lagrein,13.29,3.7,,2.587011872725154,6
Travaglini Nebbiolo Coste Della Sesia 2017,Other,Italy,2017,Travaglini,Rose,Nebbiolo,20.29,3.6,,3.010128153837724,7
Chateau De Reignac Bordeaux Superieur 2005,Bordeaux Superieur,France,2005,Chateau De Reignac,Sparkling,Unknown,41.18,3.9,,3.717952701599644,19
Cusumano Nero Davola 2019,Terre Siciliane,Italy,2019,Cusumano,Rose,Nero Davola,9.43,3.4,,2.243896096645366,5
La Mondotte Saintemilion Grand Cru Premier Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,La Mondotte,White,Unknown,412.24,4.4,,6.0216057040199695,19
La Spinetta Vursu Barbaresco Starderi 2014,Barbaresco,Italy,2014,La Spinetta,White,Unknown,125.53,4.0,,4.832544773830118,10
Andrero Forriero Nero Davola 2018,Terre Siciliane,Italy,2018,Andrero,Red,Nero Davola,6.87,3.8,,1.9271641062342584,6
Chateau Tauzinat Lhermitage Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau Tauzinat Lhermitage,White,Unknown,17.75,3.8,,2.8763855159214247,9
M Chapoutier Cotesdurhone 2019,Cotesdurhone,France,2019,M Chapoutier,Rose,Unknown,10.17,3.9,,2.3194422100604686,5
Casa Di Terra Maronea Bolgheri Superiore 2013,Bolgheri Superiore,Italy,2013,Casa Di Terra,White,Unknown,48.82,4.2,,3.888140064964814,11
Tamaral Tempranillo Roble 2018,Ribera Del Duero,Spain,2018,Tamaral,Red,Unknown,10.02,3.9,,2.304583095656719,6
Chateau Latour Les Forts De Latour Pauillac 2011,Pauillac,France,2011,Chateau Latour,Rose,Unknown,248.46,4.3,,5.515281866785531,13
Chateau Destieux Saintemilion Grand Cru Grand Cru Classe 2011,Saintemilion Grand Cru,France,2011,Chateau Destieux,Rose,Unknown,74.78,4.3,,4.314550469548968,13
Giacomo Conterno Barolo Arione 2015,Barolo,Italy,2015,Giacomo Conterno,Red,Barolo,262.06,4.6,,5.568573485176439,9
Martinoro Montepulciano Dabruzzo 2016,Montepulciano Dabruzzo,Italy,2016,Martinoro,Red,Montepulciano,14.99,3.8,,2.7073833121145063,8
Vigneti Del Salento Lunatico Primitivo 2018,Puglia,Italy,2018,Vigneti Del Salento,Red,Primitivo,6.24,3.8,,1.8309801823813363,6
Luddite Saboteur 2016,Western Cape,South Africa,2016,Luddite,Sparkling,Unknown,24.85,4.1,,3.212857752542638,8
Sierra Cantabria Coleccion Privada 2016,Rioja,Spain,2016,Sierra Cantabria,Sparkling,Unknown,33.58,4.0,,3.5139306516493947,8
Charles Smith Boom Boom Syrah 2017,Columbia Valley,United States,2017,Charles Smith,Red,Syrah,19.99,3.5,,2.9952321485123083,7
Cape Town Wine Co Cabernet Sauvignon 2018,Other,South Africa,2018,Cape Town Wine Co,Rose,Cabernet Sauvignon,8.14,2.5,,2.096790180014449,6
Robert Mondavi Oakville Cabernet Sauvignon 2013,Oakville,United States,2013,Robert Mondavi,Red,Cabernet Sauvignon,54.14,4.1,,3.9915732841861553,11
Domaine De Terrebrune Terroir Du Trias Bandol Rouge 2005,Bandol,France,2005,Domaine De Terrebrune,Rose,Unknown,85.71,3.9,,4.450969504910791,19
Avignonesi Toscana Grifi 2016,Toscana,Italy,2016,Avignonesi,Red,Unknown,46.43,4.1,,3.8379458020318302,8
Roger Sabon Cotes Du Rhone 2019,Cotesdurhone,France,2019,Roger Sabon,Red,Unknown,18.99,3.6,,2.9439125248241944,5
J Christopher Basalte Unfiltered Pinot Noir 2017,Other,United States,2017,J Christopher,Red,Pinot Noir,29.99,4.2,,3.4008639927609177,7
Chateau Branecantenac Margaux De Brane Margaux De Henri Lurton 2015,Margaux,France,2015,Chateau Branecantenac,Rose,Margaux,37.11,3.9,,3.613886475072506,9
Castello Di Ama Il Chiuso 2011,Toscana,Italy,2011,Castello Di Ama,Sparkling,Unknown,23.06,3.5,,3.138099514840913,13
Chateau Goubau La Source 2015,Castillon Cotes De Bordeaux,France,2015,Chateau Goubau,Red,Unknown,24.99,3.6,,3.2184757448468613,9
Kendalljackson Jackson Estate Outland Ridge Pinot Noir 2019,Other,United States,2019,Kendalljackson,Red,Pinot Noir,29.99,4.0,,3.4008639927609177,5
Bouchard Aine Fils Gevreychambertin 2015,Gevreychambertin,France,2015,Bouchard Aine Fils,Red,Unknown,52.67,3.8,,3.9640460334952974,9
Chateau De Poncie Le Pre Roi Fleurie 2014,Fleurie,France,2014,Chateau De Poncie,Red,Unknown,22.99,3.6,,3.1350593387750902,10
Francois Villard Syrah Lappel Des Sereines 2017,Vin De France,France,2017,Francois Villard,Red,Syrah,12.91,3.8,,2.558002204858551,7
Fontodi Chianti Classico 2016,Chianti Classico,Italy,2016,Fontodi,Rose,Chianti,23.05,3.9,,3.1376657694426577,8
Terre Des Dames La Diva 2016,Languedocroussillon,France,2016,Terre Des Dames,Red,Unknown,23.99,4.0,,3.177637076851603,8
Pizzato Cabernet Sauvignon Reserva 2012,Other,Brazil,2012,Pizzato,Red,Cabernet Sauvignon,15.73,3.6,,2.7555697170701867,12
Domaine Truchetet Bourgogne Hautescotes De Nuits La Montagne 2017,Other,France,2017,Domaine Truchetet,Red,Ruche,25.93,4.0,,3.255400599550573,7
Domaine Guion Cuvee Domaine Bourgueil 2018,Other,France,2018,Domaine Guion,Red,Unknown,20.99,3.6,,3.0440461338325417,6
San Felice Chianti Classico 2018,Chianti Classico,Italy,2018,San Felice,Red,Chianti,21.99,3.7,,3.090587804566669,6
Chateau Sixtine Cuvee Du Vatican Reserve De Labbe Cotes Du Rhone 2018,Cotesdurhone,France,2018,Chateau Sixtine,White,Unknown,11.07,3.8,,2.4042387467205457,6
Chateau Daiguilhe Castillon Cotes De Bordeaux 2017,Castillon Cotes De Bordeaux,France,2017,Chateau Daiguilhe,White,Unknown,36.26,3.6,,3.590715205326705,7
Four Vines Biker Zinfandel 2019,Paso Robles,United States,2019,Four Vines,Red,Zinfandel,16.99,3.9,,2.8326249356838407,5
Chateau Beausejour Becot Saintemilion Grand Cru Premier Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Beausejour Becot,Rose,Unknown,92.22,4.1,,4.52417702677856,8
Bodega Piedra Negra Reserve Cabernet Sauvignon Mendoza 2017,Mendoza,Argentina,2017,Bodega Piedra Negra,Red,Cabernet Sauvignon,13.56,3.8,,2.6071242825122494,7
Panizzi Folgore San Gimignano Rosso 2012,Other,Italy,2012,Panizzi,Rose,Unknown,26.33,4.2,,3.270708973508218,12
Telmo Rodriguez Corriente 2017,Rioja,Spain,2017,Telmo Rodriguez,Red,Unknown,11.66,3.8,,2.4561641809223462,7
Januik Red Blend 2018,Columbia Valley,United States,2018,Januik,Red,Red Blend,24.0,3.9,,3.1780538303479458,6
Hans Igler Ried Hochberg Blaufrankisch 2012,Mittelburgenland,Austria,2012,Hans Igler,White,Blaufrankisch,14.57,3.6,,2.6789646202071133,12
Chateau Latourmartillac Pessacleognan Grand Cru Classe De Graves 2015,Pessacleognan,France,2015,Chateau Latourmartillac,Sparkling,Unknown,43.29,4.1,,3.767921661453889,9
Marras Grenache 2017,Other,South Africa,2017,Marras,Red,Grenache,17.99,3.5,,2.8898160479624413,7
Esporao Ab Alicante Bouschet 2012,Alentejano,Portugal,2012,Esporao,Sparkling,Alicante Bouschet,37.02,4.0,,3.611458307145352,12
Domaine De La Janasse Chateauneufdupape Vieilles Vignes 2015,Chateauneufdupape,France,2015,Domaine De La Janasse,Red,Unknown,85.71,4.3,,4.450969504910791,9
Cecilia Beretta Terre Di Cariano Amarone Della Valpolicella Classico 2012,Amarone Della Valpolicella Classico,Italy,2012,Cecilia Beretta,Red,Unknown,43.68,4.2,,3.7768903314366495,12
Paul Mas Syrah 2018,Languedocroussillon,France,2018,Paul Mas,Sparkling,Syrah,5.97,3.7,,1.786746927404511,6
Baigorri Reserva Rioja Tempranillo 2009,Rioja,Spain,2009,Baigorri,Sparkling,Tempranillo,61.35,4.0,,4.116595171156921,15
Trivento Amado Sur 2014,Mendoza,Argentina,2014,Trivento,Sparkling,Unknown,15.72,3.7,,2.7549337870010606,10
Il Valentiano Brunello Di Montalcino Campo Di Marzo 2013,Brunello Di Montalcino,Italy,2013,Il Valentiano,Red,Unknown,37.43,4.2,,3.6224725219163374,11
Chateau Saintandre Corbin Saintgeorgessaintemilion 2019,Other,France,2019,Chateau Saintandre Corbin,Red,Unknown,21.99,4.1,,3.090587804566669,5
Home Run Zinfandel 2018,Lodi,United States,2018,Home Run,Rose,Zinfandel,6.86,3.5,,1.925707441737794,6
Domaine De Chevalier Pessacleognan Grand Cru Classe De Graves 2005,Pessacleognan,France,2005,Domaine De Chevalier,Red,Unknown,108.44,4.2,,4.686197024630465,19
Tardieulaurent Coterotie 2005,Coterotie,France,2005,Tardieulaurent,White,Coterotie,97.59,4.4,,4.5807750291533695,19
Torre Dei Beati Montepulciano Dabruzzo 2017,Montepulciano Dabruzzo,Italy,2017,Torre Dei Beati,Sparkling,Montepulciano,10.8,3.6,,2.379546134130174,7
Clos De Los Siete Clos De Los Siete 2015,Mendoza,Argentina,2015,Clos De Los Siete,Red,Unknown,17.99,4.0,,2.8898160479624413,9
Chateau Marsac Seguineau Margaux 2015,Margaux,France,2015,Chateau Marsac Seguineau,Rose,Margaux,27.29,4.1,,3.306520334720247,9
Suvla Bogazkere Okuzgozu 2018,Other,Turkey,2018,Suvla,White,Unknown,12.48,3.7,,2.524127362941281,6
Krutzler Perwolff Blaufrankisch 2010,Burgenland,Austria,2010,Krutzler,Rose,Blaufrankisch,56.42,4.1,,4.0328237055738505,14
Biniagual Finca Biniagual Mantonegro 2014,Binissalemmallorca,Spain,2014,Biniagual,Sparkling,Unknown,40.19,3.9,,3.6936182084611096,10
Schneider Steinsatz Cuvee 2015,Pfalz,Germany,2015,Schneider,Sparkling,Unknown,32.01,4.1,,3.466048353981772,9
M Chapoutier Vacqueyras 2018,Vacqueyras,France,2018,M Chapoutier,Rose,Unknown,24.11,4.1,,3.18262669219308,6
U039Atu03Aeua U0396Afeu03B9U03C1U03Acu03Bau03B7 Limniona 2017,Other,Greece,2017,U039Atu03Aeua U0396Afeu03B9U03C1U03Acu03Bau03B7,Red,Unknown,25.27,3.8,,3.229617921400103,7
Finca La Estacada 6 Meses Roble Tempranillo 2017,La Mancha,Spain,2017,Finca La Estacada,Rose,Tempranillo,8.05,3.6,,2.085672091430472,7
Petra Alto Sangiovese 2012,Toscana,Italy,2012,Petra,Red,Sangiovese,42.94,4.0,,3.759803792450635,12
Vina Cobos Bramare Marchiori Vineyard Malbec 2017,Mendoza,Argentina,2017,Vina Cobos,White,Malbec,81.36,4.6,,4.398883751740305,7
Ken Forrester Renegade 2012,Stellenbosch,South Africa,2012,Ken Forrester,Red,Unknown,26.6,3.7,,3.2809112157876537,12
Continuum Proprietary Red 2014,Oakville,United States,2014,Continuum,White,Unknown,502.38,4.6,,6.219356805444395,10
Mollydooker The Boxer Shiraz 2019,Mclaren Vale,Australia,2019,Mollydooker,Red,Shiraz,29.99,4.1,,3.4008639927609177,5
Marco Felluga Russiz Superiore Degli Orzoni Riserva Rosso Collio 2011,Other,Italy,2011,Marco Felluga,Sparkling,Unknown,46.65,4.0,,3.8426729272933526,13
Paco Garcia Crianza 2016,Rioja,Spain,2016,Paco Garcia,Red,Crianza,12.26,3.6,,2.5063419305080656,8
M Chapoutier Marius Grenache Syrah 2018,Pays Doc,France,2018,M Chapoutier,Red,Grenache,7.05,3.5,,1.9530276168241767,6
Penfolds Bin 28 Kalimna Shiraz 2017,Barossa Valley,Australia,2017,Penfolds,Rose,Shiraz,36.78,4.0,,3.604954219176175,7
Tommasi Valpolicella 2018,Valpolicella,Italy,2018,Tommasi,Red,Unknown,10.31,3.5,,2.3331142980288684,6
Tenuta Il Palagio Message In A Bottle Rosso 2018,Toscana,Italy,2018,Tenuta Il Palagio,Rose,Unknown,15.79,3.7,,2.759376828267551,6
Portada Winemakers Selection Tinto 2017,Lisboa,Portugal,2017,Portada,Red,Unknown,7.99,3.9,,2.0781907597781832,7
Los Rios Prieto Prios Maximus Crianza 2017,Ribera Del Duero,Spain,2017,Los Rios Prieto,Red,Unknown,13.38,3.9,,2.5937610547000824,7
Joseph Drouhin Rully Red 2017,Other,France,2017,Joseph Drouhin,White,Unknown,24.72,3.7,,3.2076126325894903,7
Waterbrook Reserve Merlot 2016,Columbia Valley,United States,2016,Waterbrook,Red,Merlot,26.25,3.9,,3.2676659890376327,8
Tsantali Metoxi X Chromitsa Red 2011,Other,Greece,2011,Tsantali,Sparkling,Unknown,13.29,3.5,,2.587011872725154,13
Bv Coastal Estates Merlot 2017,California,United States,2017,Bv Coastal Estates,Red,Merlot,6.95,3.4,,1.9387416595767009,7
Ricasoli Rocca Guicciarda Chianti Classico Riserva 2017,Chianti Classico,Italy,2017,Ricasoli,Red,Chianti,18.34,3.8,,2.9090844668283187,7
Marco Bonfante Imma Langhe Nebbiolo 2016,Langhe,Italy,2016,Marco Bonfante,Sparkling,Nebbiolo,15.18,3.9,,2.719978771967484,8
Allesverloren 1704 Red Tinta Barocca Shiraz 2015,Swartland,South Africa,2015,Allesverloren,Red,Shiraz,11.83,3.4,,2.470638677990296,9
Vignobles Moreau La Clef De Voute Saintemilion 2015,Saintemilion,France,2015,Vignobles Moreau,Rose,Unknown,21.16,4.0,,3.052112606990099,9
Monte Da Penha Reserva Tinto 2005,Other,Portugal,2005,Monte Da Penha,Red,Unknown,15.08,3.9,,2.71336936257981,19
Velenosi Brecciarolo Rosso Piceno Superiore 2016,Rosso Piceno,Italy,2016,Velenosi,Sparkling,Unknown,8.57,3.8,,2.1482677326096886,8
Merlin Bourgogne Les Cras 2017,Bourgogne,France,2017,Merlin,Red,Unknown,29.0,3.8,,3.367295829986474,7
M Chapoutier Crozesermitage Les Varonniers 2014,Crozeshermitage,France,2014,M Chapoutier,Red,Unknown,60.19,4.3,,4.09750622555968,10
Deloach Russian River Valley Zinfandel 2015,Russian River Valley,United States,2015,Deloach,Red,Zinfandel,20.0,3.4,,2.995732273553991,9
Chateau Musar Rouge Gaston Hochar 2011,Bekaa Valley,Lebanon,2011,Chateau Musar,Red,Unknown,50.23,4.2,,3.916612457761953,13
Beringer Founders Estate Merlot 2011,California,United States,2011,Beringer,Red,Merlot,8.01,3.3,,2.080690761080268,13
Paolo Manzone Barolo Meriame 2014,Barolo,Italy,2014,Paolo Manzone,Red,Barolo,52.77,4.2,,3.9659428474175766,10
Ferrocinto Aglianico 2014,Calabria,Italy,2014,Ferrocinto,Sparkling,Aglianico,7.38,3.7,,1.998773638612381,10
Domaine Des Heritiers Louis Jadot Beaune 1Er Cru Clos Des Ursules 2016,Other,France,2016,Domaine Des Heritiers Louis Jadot,Red,Unknown,72.62,4.0,,4.28524036598619,8
De Forville Barbaresco 2013,Barbaresco,Italy,2013,De Forville,Red,Unknown,29.95,3.7,,3.3995293245614584,11
Bodegas Valdelana Familia Valdelana Crianza 2018,Rioja,Spain,2018,Bodegas Valdelana,Red,Unknown,10.02,3.8,,2.304583095656719,6
Chateau Trotte Vieille Saintemilion Grand Cru Premier Grand Cru Classe 2017,Saintemilion Grand Cru,France,2017,Chateau Trotte Vieille,Red,Unknown,111.05,4.1,,4.709980550340436,7
Markowitsch Rubin Carnuntum 2017,Carnuntum,Austria,2017,Markowitsch,White,Unknown,13.35,3.7,,2.5915163848462583,7
Marques De Murrieta Castillo Ygay Gran Reserva Especial Tinto 2010,Rioja,Spain,2010,Marques De Murrieta,Sparkling,Unknown,107.36,4.1,,4.676187673223371,14
Inurrieta Norte Roble 2007,Navarra,Spain,2007,Inurrieta,Sparkling,Unknown,7.35,3.4,,1.9947003132247452,17
Primus The Blend 2014,Colchagua Valley,Chile,2014,Primus,White,Blend,16.17,3.8,,2.783157673589016,10
Yellow Tail Merlot 2019,South Eastern Australia,Australia,2019,Yellow Tail,White,Merlot,6.74,3.6,,1.908059924924216,5
Zantho Zweigelt 2019,Burgenland,Austria,2019,Zantho,Red,Zweigelt,16.99,3.7,,2.8326249356838407,5
