name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price (£),Average Rating,ABV,Log Price,Age
Famille Perrin Peyre Blanche Cairanne 2017,Unknown,France,2017,Famille Perrin,Red,Unknown,11.3,3.8,,2.424802725718295,7
Famille Perrin Ventoux 2017,Ventoux,France,2017,Famille Perrin,Red,Unknown,6.24,3.5,,1.8309801823813363,7
Famille Perrin Vinsobres Les Cornuds 2016,Unknown,France,2016,Famille Perrin,Red,Unknown,9.17,3.8,,2.2159372862683733,8
Famille Perrin Vinsobres Les Cornuds 2017,Unknown,France,2017,Famille Perrin,Red,Unknown,9.96,3.9,,2.2985770715965077,7
Fanti Vallocchio Brunello Di Montalcino 2015,Brunello Di Montalcino,Italy,2015,Fanti,Red,Unknown,36.73,4.3,,3.603593859831576,9
Farina Lagrima 2018,Toro,Spain,2018,Farina,Red,Unknown,6.74,3.8,,1.908059924924216,6
Farnese Don Camillo Sangiovese 2017,Unknown,Italy,2017,Farnese,Red,Sangiovese,7.45,3.8,,2.008214032391468,7
Farnese Don Camillo Sangiovese 2018,Unknown,Italy,2018,Farnese,Red,Sangiovese,7.44,3.7,,2.006870848845,6
Farnese Fantini Casale Vecchio Montepulciano Dabruzzo 2017,Montepulciano Dabruzzo,Italy,2017,Farnese,Red,Montepulciano,6.61,3.7,,1.888583653863595,7
Farnese Fantini Collection Red Blend 2016,Unknown,Italy,2016,Farnese,Red,Red Blend,7.86,3.8,,2.061786606441115,8
Farnese Montepulciano Dabruzzo 2017,Montepulciano Dabruzzo,Italy,2017,Farnese,Red,Montepulciano,5.44,3.6,,1.6937790608678511,7
Farnese Opi Montepulciano Dabruzzo Colline Teramane Riserva 2008,Unknown,Italy,2008,Farnese,Red,Montepulciano,18.33,4.1,,2.908539061851614,16
Farnese Opi Montepulciano Dabruzzo Colline Teramane Riserva 2011,Unknown,Italy,2011,Farnese,Red,Montepulciano,19.41,4.2,,2.965788397180919,13
Farnese Primo Sangiovese Merlot 2018,Unknown,Italy,2018,Farnese,Red,Merlot,3.58,3.5,,1.275362800412609,6
Fatascia Nero Davola 2018,Terre Siciliane,Italy,2018,Fatascia,Red,Unknown,6.3,3.6,,1.8405496333974871,6
Fatascia Syrah 2017,Terre Siciliane,Italy,2017,Fatascia,Red,Syrah,6.32,3.5,,1.843719208158766,7
Fatascia Syrah 2018,Terre Siciliane,Italy,2018,Fatascia,Red,Syrah,6.3,3.7,,1.8405496333974871,6
Fattoria Aldobrandesca Vie Cave Maremma Toscana 2016,Maremma Toscana,Italy,2016,Fattoria Aldobrandesca,Red,Unknown,20.51,4.0,,3.0209125720842893,8
Fattoria Casabianca Coppaia Chianti Colli Senesi 2014,Chianti Colli Senesi,Italy,2014,Fattoria Casabianca,Red,Chianti,5.15,3.0,,1.638996714675645,10
Fattoria Dei Barbi Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Fattoria Dei Barbi,Red,Unknown,23.96,4.0,,3.1763857732472487,10
Fattoria Di Magliano Heba 2015,Morellino Di Scansano,Italy,2015,Fattoria Di Magliano,Red,Unknown,7.69,3.4,,2.039920783517553,9
Fattoria Di Magliano Perenzo 2011,Maremma Toscana,Italy,2011,Fattoria Di Magliano,Red,Unknown,20.83,3.7,,3.0363942552728806,13
Fattoria Di Magliano Poggio Bestiale 2012,Maremma Toscana,Italy,2012,Fattoria Di Magliano,Red,Unknown,20.92,3.8,,3.040705639196722,12
Fattoria I Veroni Quona Chianti Rufina Riserva 2016,Chianti Rufina,Italy,2016,Fattoria I Veroni,Red,Chianti,17.71,4.1,,2.8741294517947424,8
Fattoria La Parrina Parrina Sangiovese 2017,Unknown,Italy,2017,Fattoria La Parrina,Red,Sangiovese,9.38,3.4,,2.238579763018133,7
Fattoria Le Corti Chianti Classico 2016,Chianti Classico,Italy,2016,Fattoria Le Corti,Red,Chianti,8.36,3.8,,2.12345842709661,8
Fattoria Le Pupille Morellino Di Scansano Riserva 2016,Morellino Di Scansano,Italy,2016,Fattoria Le Pupille,Red,Unknown,12.59,3.9,,2.532902848056256,8
Fattoria Le Pupille Poggio Valente 2014,Toscana,Italy,2014,Fattoria Le Pupille,Red,Unknown,22.52,3.8,,3.1144038032714896,10
Federico Paternina Banda Azul Crianza 2017,Rioja,Spain,2017,Federico Paternina,Red,Unknown,4.81,3.5,,1.5706970841176695,7
Feilerartinger 1000X Cabernet Merlot 2012,Burgenland,Austria,2012,Feilerartinger,Red,Merlot,25.51,4.2,,3.23907053215372,12
Feilerartinger Blaufrankisch Umriss 2015,Burgenland,Austria,2015,Feilerartinger,Red,Blaufrankisch,10.7,3.5,,2.3702437414678603,9
Fel Anderson Valley Pinot Noir 2018,Anderson Valley,United States,2018,Fel Valley,Red,Pinot Noir,31.21,3.9,14.2,3.440738556282688,6
Felix Solis Casa Albali Gran Seleccion 2019,Valdepenas,Spain,2019,Felix Solis,Red,Unknown,3.74,3.6,,1.3190856114264409,5
Felix Solis Consigna Cabernet Sauvignon 2018,Castilla,Spain,2018,Felix Solis,Red,Cabernet Sauvignon,4.18,3.3,,1.4303112465366647,6
Felix Solis Sendas Del Rey Tempranillo Garnacha 2018,Castilla Y Leon,Spain,2018,Felix Solis,Red,Tempranillo,3.93,3.0,,1.3686394258811698,6
Felsina Berardenga Chianti Classico 2017,Chianti Classico,Italy,2017,Felsina,Red,Chianti,17.19,3.7,,2.844327819394758,7
Felsina Colonia Chianti Classico Gran Selezione 2013,Chianti Classico,Italy,2013,Felsina,Red,Chianti,84.51,4.3,,4.436869870556391,11
Felsina Maestro Raro 2014,Toscana,Italy,2014,Felsina,Red,Unknown,42.42,4.0,,3.7476199491365367,10
Felton Road Bannockburn Pinot Noir 2018,Central Otago,New Zealand,2018,Felton Road,Red,Pinot Noir,44.19,4.2,,3.788498519142649,6
Felton Road Calvert Pinot Noir 2017,Central Otago,New Zealand,2017,Felton Road,Red,Pinot Noir,56.85,4.2,,4.040416220196545,7
Ferraricarano Siena 2018,Sonoma County,United States,2018,Raricarano,Red,Other Red Blends,22.17,3.8,14.5,3.0987400236282205,6
Ferrocinto Aglianico 2014,Calabria,Italy,2014,Ferrocinto,Red,Aglianico,5.69,3.7,,1.7387102481382395,10
Ferruccio Carlotto Pinot Nero 2010,Sudtirol Alto Adige,Italy,2010,Ferruccio Carlotto,Red,Pinot Nero,16.28,3.6,,2.7899373605743945,14
Fertuna Messiio Maremma Toscana 2015,Maremma Toscana,Italy,2015,Fertuna,Red,Unknown,17.78,4.1,,2.8780742300857582,9
Fertuna Pactio Toscana Rosso 2014,Toscana,Italy,2014,Fertuna,Red,Unknown,8.08,3.4,,2.089391872533004,10
Fetzer Eagle Peak Merlot 2015,California,United States,2015,Fetzer,Red,Merlot,8.95,3.3,,2.191653532286764,9
Fetzer Eagle Peak Merlot 2016,California,United States,2016,Fetzer,Red,Merlot,7.45,3.5,,2.008214032391468,8
Fetzer Valley Oaks Cabernet Sauvignon 2016,California,United States,2016,Fetzer,Red,Cabernet Sauvignon,9.37,3.6,,2.237513096250331,8
Fetzer Valley Oaks Cabernet Sauvignon 2017,California,United States,2017,Fetzer,Red,Cabernet Sauvignon,7.37,3.6,,1.9974177062012453,7
Fetzer Valley Oaks Zinfandel 2018,California,United States,2018,Fetzer,Red,Zinfandel,7.36,4.1,,1.9960599327407849,6
Feudi Bizantini Il Rabdomante Montepulciano Dabruzzo 2016,Montepulciano Dabruzzo,Italy,2016,Feudi Bizantini,Red,Montepulciano,14.19,4.2,,2.6525374911719517,8
Feudi Branciforti Dei Bordonaro Nero Davola 2018,Terre Siciliane,Italy,2018,Feudi Branciforti Dei Bordonaro,Red,Unknown,5.4,3.7,,1.6863989535702286,6
Feudi Branciforti Dei Bordonaro Syrah 2016,Terre Siciliane,Italy,2016,Feudi Branciforti Dei Bordonaro,Red,Syrah,5.78,3.8,,1.754403682684286,8
Feudi Di San Gregorio Aglianico Rubrato 2014,Unknown,Italy,2014,Feudi Di San Gregorio,Red,Aglianico,9.17,3.5,,2.2159372862683733,10
Feudi Di San Gregorio Aglianico Rubrato 2018,Campania,Italy,2018,Feudi Di San Gregorio,Red,Aglianico,22.17,4.5,14.0,3.0987400236282205,6
Feudi Di San Gregorio Patrimo 2015,Campania,Italy,2015,Feudi Di San Gregorio,Red,Unknown,81.09,4.1,,4.395559648956466,9
Feudi Di San Gregorio Serpico 2013,Unknown,Italy,2013,Feudi Di San Gregorio,Red,Unknown,43.95,3.9,,3.783052624131186,11
Feudi Di San Gregorio Taurasi 2014,Unknown,Italy,2014,Feudi Di San Gregorio,Red,Unknown,18.27,3.9,,2.905260370389916,10
Feudi Di San Gregorio Taurasi 2015,Unknown,Italy,2015,Feudi Di San Gregorio,Red,Unknown,14.61,4.1,,2.6817062257626083,9
Feudo Arancio Passiari 2017,Sicilia,Italy,2017,Feudo Arancio,Red,Unknown,6.66,4.1,,1.896119484552298,7
Feudo Arancio Syrah Sicilia 2017,Sicilia,Italy,2017,Feudo Arancio,Red,Syrah,4.1,3.6,,1.410986973710262,7
Feudo Croce Primitivo 2018,Salento,Italy,2018,Feudo Croce,Red,Primitivo,8.33,3.8,,2.1198634561787517,6
Feudo Maccari Nere 2017,Sicilia,Italy,2017,Feudo Maccari,Red,Unknown,7.95,3.7,,2.0731719286662407,7
Finca Albret El Balcon Crianza 2017,Navarra,Spain,2017,Finca Albret,Red,Unknown,5.74,3.5,,1.747459210331475,7
Finca Antigua Reserva 2011,La Mancha,Spain,2011,Finca Antigua,Red,Unknown,10.63,3.5,,2.3636801923538564,13
Finca Bacara Time Waits For No One 6M 2019,Jumilla,Spain,2019,Finca Bacara,Red,Unknown,7.07,3.7,,1.955860479908481,5
Finca Bacara Time Waits For No One Double Skull 2020,Jumilla,Spain,2020,Finca Bacara,Red,Unknown,5.74,4.0,,1.747459210331475,4
Finca Constancia Altos De La Finca 2014,Castilla,Spain,2014,Finca Constancia,Red,Unknown,16.32,3.8,,2.792391349535961,10
Finca De La Rica El Buscador 2017,Rioja,Spain,2017,Finca De La Rica,Red,Unknown,7.57,3.6,,2.0241930674493576,7
Finca Enguera Castillo De Enguera Reserva 2015,Valencia,Spain,2015,Finca Enguera,Red,Unknown,7.49,3.7,,2.013568797529128,9
Finca La Celia Don Mendoza Reserve Malbec 2017,Uco Valley,Argentina,2017,Finca La Celia,Red,Malbec,9.75,3.4,,2.277267285009756,7
Finca La Estacada 6 Meses Roble Tempranillo 2018,La Mancha,Spain,2018,Finca La Estacada,Red,Tempranillo,6.16,3.6,,1.8180767775454283,6
Finca La Solana Las Hermanas Joven 2016,Jumilla,Spain,2016,Finca La Solana,Red,Unknown,5.78,3.4,,1.754403682684286,8
Finca Los Aljibes Vina Aljibes Red Blend 2016,Castilla,Spain,2016,Finca Los Aljibes,Red,Red Blend,6.86,3.4,,1.925707441737794,8
Finca Nueva Crianza 2015,Rioja,Spain,2015,Finca Nueva,Red,Crianza,8.53,3.7,,2.1435893615035875,9
Finca Sobreno Crianza 2016,Toro,Spain,2016,Finca Sobreno,Red,Unknown,7.02,3.7,,1.94876321803772,8
Finca Son Bordils Negre 2012,Mallorca,Spain,2012,Finca Son Bordils,Red,Unknown,8.84,3.8,,2.1792868766495523,12
Finca Torremilanos Los Cantos De Torremilanos 2017,Ribera Del Duero,Spain,2017,Finca Torremilanos,Red,Unknown,10.21,3.7,,2.3233676321765744,7
Finca Torremilanos Torre Albeniz Reserva Ribera Del Duero 2014,Ribera Del Duero,Spain,2014,Finca Torremilanos,Red,Unknown,40.65,4.1,,3.7049988359938193,10
Finca Villacreces Ribera Del Duero 2012,Ribera Del Duero,Spain,2012,Finca Villacreces,Red,Unknown,18.0,3.9,,2.8903717578961645,12
Fio Schneider Ratzelhaft 2015,Mosel,Germany,2015,Fio,Red,Unknown,10.46,3.7,,2.347558458636777,9
Firriato Altavilla Della Corte Cabernet Sauvignon 2017,Terre Siciliane,Italy,2017,Firriato,Red,Cabernet Sauvignon,8.25,3.7,,2.110213200346589,7
Firriato Altavilla Della Corte Syrah 2016,Terre Siciliane,Italy,2016,Firriato,Red,Syrah,9.08,3.6,,2.206074192613202,8
Firriato Le Sabbie Delletna Rosso 2018,Etna,Italy,2018,Firriato,Red,Unknown,10.13,3.6,,2.3155013182605924,6
Firriato Ribeca Perricone 2014,Terre Siciliane,Italy,2014,Firriato,Red,Unknown,22.85,4.1,,3.128951117340214,10
First Press Cabernet Sauvignon 2015,Napa Valley,United States,2015,First Press,Red,Cabernet Sauvignon,17.05,4.0,,2.836150203729526,9
Fitapreta Alentejano Tinto 2018,Alentejano,Portugal,2018,Fitapreta,Red,Unknown,9.8,4.0,,2.2823823856765264,6
Fitapreta Baga Ao Sol Unoaked 2015,Alentejano,Portugal,2015,Fitapreta,Red,Baga,17.96,4.2,,2.888147062874053,9
Fitapreta Palpite Reserva 2016,Alentejano,Portugal,2016,Fitapreta,Red,Unknown,15.5,4.2,,2.740840023925201,8
Flagstone Dragon Tree Cabernet Sauvignon Shiraz Pinotage 2017,Western Cape,South Africa,2017,Flagstone,Red,Cabernet Sauvignon,10.0,3.8,,2.302585092994046,7
Flagstone Writers Block Pinotage 2017,Western Cape,South Africa,2017,Flagstone,Red,Pinotage,18.11,4.4,,2.8964642718953217,7
Fleur Du Cap Essence Du Cap Cabernet Sauvignon 2016,Western Cape,South Africa,2016,Fleur Du Cap,Red,Cabernet Sauvignon,8.29,3.3,,2.115049969147204,8
Fleur Du Cap Essence Du Cap Pinotage 2017,Unknown,South Africa,2017,Fleur Du Cap,Red,Pinotage,8.29,3.3,,2.115049969147204,7
Fleur Du Cap Pinotage 2017,Coastal Region,South Africa,2017,Fleur Du Cap,Red,Pinotage,8.33,3.4,,2.1198634561787517,7
Fontanafredda Barbaresco Coste Rubin 2014,Barbaresco,Italy,2014,Fontanafredda,Red,Unknown,26.37,3.8,,3.2722270003651954,10
Fontanafredda Barbaresco Coste Rubin 2015,Barbaresco,Italy,2015,Fontanafredda,Red,Unknown,22.65,3.9,,3.1201598519290425,9
Fontanafredda La Rosa Barolo 2011,Barolo,Italy,2011,Fontanafredda,Red,Barolo,48.15,4.0,,3.874321138244135,13
Fontanafredda La Rosa Barolo 2013,Barolo,Italy,2013,Fontanafredda,Red,Barolo,52.78,4.0,,3.966132331075178,11
Fontanafredda Papagena Barbera Dalba Superiore 2014,Barbera Dalba,Italy,2014,Fontanafredda,Red,Barbera,13.66,3.7,,2.614471854142644,10
Fonte Do Ouro Tinto 2016,Dao,Portugal,2016,Fonte Do Ouro,Red,Unknown,6.66,3.7,,1.896119484552298,8
Fonte Do Ouro Tinto Reserva 2016,Dao,Portugal,2016,Fonte Do Ouro,Red,Unknown,9.84,4.0,,2.2864557110641623,8
Fontella Chianti 2017,Chianti,Italy,2017,Fontella,Red,Chianti,5.82,3.0,,1.7613002617433464,7
Fontodi Chianti Classico 2016,Chianti Classico,Italy,2016,Fontodi,Red,Chianti,17.78,3.9,,2.8780742300857582,8
Fontodi Chianti Classico 2017,Chianti Classico,Italy,2017,Fontodi,Red,Chianti,22.45,3.9,,3.1112906141882632,7
Fontodi Vigna Del Sorbo Gran Selezione Chianti Classico 2015,Chianti Classico,Italy,2015,Fontodi,Red,Chianti,40.52,4.3,,3.7017956793804823,9
Food Truck Shiraz 2016,Mclaren Vale,Australia,2016,Food Truck,Red,Shiraz,7.26,3.5,,1.9823798288367047,8
Footprint The Long Walk Shiraz 2019,Western Cape,South Africa,2019,Footprint,Red,Shiraz,6.07,3.4,,1.803358605071407,5
Fortant Cabernet Sauvignon 2016,Pays Doc,France,2016,Fortant,Red,Cabernet Sauvignon,6.94,2.5,,1.937301774518713,8
Fortant Terroir Daltitude Malbec 2018,Languedocroussillon,France,2018,Fortant,Red,Malbec,7.29,4.0,,1.986503546020567,6
Fortant Terroir Littoral Cabernet Sauvignon 2018,Pays Doc,France,2018,Fortant,Red,Cabernet Sauvignon,5.51,3.6,,1.706564623164823,6
Fortant Terroir Littoral Merlot 2018,Languedocroussillon,France,2018,Fortant,Red,Merlot,5.45,2.9,,1.6956156086751528,6
Fos Saltavinas 2018,Unknown,Spain,2018,Fos,Red,Unknown,9.9,3.7,,2.2925347571405443,6
Fossacolle Brunello Di Montalcino 2015,Brunello Di Montalcino,Italy,2015,Fossacolle,Red,Unknown,31.83,4.1,,3.460409241294001,9
Fosso Corno Mayro Montepulciano Dabruzzo 2015,Montepulciano Dabruzzo,Italy,2015,Fosso Corno,Red,Montepulciano,6.49,3.7,,1.8702625307159984,9
Fosso Corno Mayro Montepulciano Dabruzzo 2017,Montepulciano Dabruzzo,Italy,2017,Fosso Corno,Red,Montepulciano,5.78,3.8,,1.754403682684286,7
Fox Creek Grenache Shiraz Mourvedre Postmaster 2015,Mclaren Vale,Australia,2015,Fox Creek,Red,Grenache,15.03,3.8,,2.710048203764883,9
Fox Creek Grenache Shiraz Mourvedre Postmaster 2016,Mclaren Vale,Australia,2016,Fox Creek,Red,Grenache,14.99,3.7,,2.7073833121145063,8
Fox Creek Shiraz Short Row 2016,Mclaren Vale,Australia,2016,Fox Creek,Red,Shiraz,19.67,3.7,,2.9790946324009675,8
Francis Ford Coppola Diamond Collection Malbec Celestial Blue Label 2016,Napa Valley,United States,2016,Francis Ford Coppola,Red,Malbec,21.51,3.8,,3.068517943279639,8
Francis Ford Coppola Directors Cut Cabernet Sauvignon 2016,Alexander Valley,United States,2016,Francis Ford Coppola,Red,Cabernet Sauvignon,25.03,4.0,,3.2200751054436827,8
Francis Ford Coppola Directors Cut Pinot Noir 2017,Russian River Valley,United States,2017,Francis Ford Coppola,Red,Pinot Noir,30.83,3.8,,3.4284882418980587,7
Francis Ford Coppola Rosso Bianco Shiraz 2016,California,United States,2016,Francis Ford Coppola,Red,Shiraz,11.09,3.8,,2.406043801362276,8
Francisco Casas Los Bayones Seleccion Doro 2015,Toro,Spain,2015,Francisco Casas,Red,Unknown,11.24,3.6,,2.419478844465545,9
Franco Molino Barbera Dalba 2016,Langhe,Italy,2016,Franco Molino,Red,Barbera,9.96,4.1,,2.2985770715965077,8
Francoespanolas Rioja Bordon Crianza 2016,Rioja,Spain,2016,Francoespanolas,Red,Rioja,6.08,3.6,,1.805004695978076,8
Francoespanolas Rioja Bordon Gran Reserva 2009,Rioja,Spain,2009,Francoespanolas,Red,Rioja,11.55,3.8,,2.4466854369678024,15
Francoespanolas Rioja Bordon Reserva 2011,Rioja,Spain,2011,Francoespanolas,Red,Rioja,9.08,3.8,,2.206074192613202,13
Francois Arnaud Cotes Du Rhone Villages 2016,Unknown,France,2016,Francois Arnaud,Red,Unknown,7.14,3.7,,1.965712776351493,8
Francois Villard Crozeshermitage Certitude 2017,Crozeshermitage,France,2017,Francois Villard,Red,Unknown,15.91,3.6,,2.766947842349696,7
Francois Villard Saint Joseph Poivre Et Sol 2016,Saintjoseph,France,2016,Francois Villard,Red,Unknown,16.66,3.9,,2.8130106367386967,8
Franz Haas Istante 2016,Sudtirol Alto Adige,Italy,2016,Franz Haas,Red,Unknown,25.03,4.1,,3.2200751054436827,8
Franz Haas Pinot Nero 2017,Sudtirol Alto Adige,Italy,2017,Franz Haas,Red,Pinot Nero,19.67,3.9,,2.9790946324009675,7
Franz Haas Pinot Nero Schweizer 2016,Sudtirol Alto Adige,Italy,2016,Franz Haas,Red,Pinot Nero,32.23,4.2,,3.4728976958273465,8
Fratelli Revello Barbera Dalba Ciabot Du Re 2010,Barbera Dalba,Italy,2010,Fratelli Revello,Red,Barbera,28.48,4.2,,3.3492020865437757,14
Frederic Magnien Fixin Coeur De Violette 2016,Unknown,France,2016,Frederic Magnien,Red,Unknown,24.4,3.6,,3.194583132299156,8
Frederic Magnien Gevreychambertin Vieilles Vignes 2015,Gevreychambertin,France,2015,Frederic Magnien,Red,Unknown,39.17,4.0,,3.66791114767774,9
Frederic Magnien Gevreychambertin Vieilles Vignes 2016,Gevreychambertin,France,2016,Frederic Magnien,Red,Unknown,39.17,4.1,,3.66791114767774,8
Frederic Magnien Vieille Vigne Chambollemusigny Premier Cru Charmes 2014,Unknown,France,2014,Frederic Magnien,Red,Unknown,64.47,4.1,,4.1661999993225285,10
Freiherr Von Gleichenstein Hofgarten Pinot Noir 2014,Baden,Germany,2014,Freiherr Von Gleichenstein,Red,Pinot Noir,7.12,3.5,,1.9629077254238845,10
Frescobaldi Faunae Chianti Classico 2017,Chianti Classico,Italy,2017,Frescobaldi,Red,Chianti,8.72,3.3,,2.1656192379208883,7
Frescobaldi Pater Sangiovese 2018,Toscana,Italy,2018,Frescobaldi,Red,Sangiovese,6.09,3.4,,1.8066480817218056,6
Frescobaldi Pian Di Remole Rosso 2017,Toscana,Italy,2017,Frescobaldi,Red,Unknown,7.07,3.6,,1.955860479908481,7
Frescobaldi Pian Di Remole Rosso 2018,Toscana,Italy,2018,Frescobaldi,Red,Unknown,5.63,3.2,,1.728109442151599,6
Frescobaldi Remole Rosso 2018,Toscana,Italy,2018,Frescobaldi,Red,Unknown,6.66,3.7,,1.896119484552298,6
Frescobaldi Tenuta Frescobaldi Di Castiglioni 2017,Toscana,Italy,2017,Frescobaldi,Red,Unknown,14.28,4.2,,2.658859956911438,7
Friedrich Becker Guillaume Rotwein Cuvee Trocken 2014,Pfalz,Germany,2014,Friedrich Becker,Red,Unknown,14.48,3.3,,2.67276838695757,10
Friedrich Becker Spatburgunder 2016,Pfalz,Germany,2016,Friedrich Becker,Red,Unknown,9.63,3.9,,2.2648832258100344,8
Friedrich Becker Spatburgunder B 2015,Pfalz,Germany,2015,Friedrich Becker,Red,Unknown,13.81,3.7,,2.6253929674212007,9
Friedrich Becker Steinwingert Spatburgunder 2014,Pfalz,Germany,2014,Friedrich Becker,Red,Unknown,38.32,4.1,,3.64597195310266,10
Fromm Winery La Strada Syrah 2013,Marlborough,New Zealand,2013,Fromm Winery,Red,Syrah,16.35,3.6,,2.7942278973432626,11
Frontera Carmenere 2018,Central Valley,Chile,2018,Frontera,Red,Carmenere,4.73,3.5,,1.5539252025038417,6
Gabbas Lillove Cannonau Di Sardegna 2018,Cannonau Di Sardegna,Italy,2018,Gabbas,Red,Unknown,9.13,3.6,,2.211565694606877,6
Gagliole Valletta 2016,Unknown,Italy,2016,Gagliole,Red,Unknown,16.28,3.9,,2.7899373605743945,8
Gaja Barbaresco 2012,Barbaresco,Italy,2012,Gaja,Red,Unknown,124.74,4.5,,4.826231571097977,12
Gaja Barbaresco 2014,Barbaresco,Italy,2014,Gaja,Red,Unknown,163.25,4.4,,5.09528276815654,10
Gaja Barbaresco 2016,Barbaresco,Italy,2016,Gaja,Red,Unknown,149.86,4.5,,5.0097015249361645,8
Gaja Camarcanda Promis Toscana 2017,Toscana,Italy,2017,Gaja,Red,Unknown,25.87,4.0,,3.2530839961979376,7
Gaja Pieve Santa Restituta Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Gaja,Red,Unknown,50.15,4.3,,3.915018514407945,10
Gaja Pieve Santa Restituta Rennina Brunello Di Montalcino 2011,Brunello Di Montalcino,Italy,2011,Gaja,Red,Unknown,108.0,4.5,,4.68213122712422,13
Gaja Pieve Santa Restituta Sugarille Brunello Di Montalcino 2008,Brunello Di Montalcino,Italy,2008,Gaja,Red,Unknown,133.11,4.3,,4.891175854058928,16
Gaja Pieve Santa Restituta Sugarille Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Gaja,Red,Unknown,124.74,4.5,,4.826231571097977,11
Gaja Sori San Lorenzo 2013,Langhe,Italy,2013,Gaja,Red,Unknown,372.55,4.4,,5.920371256999736,11
Gaja Sori San Lorenzo 2016,Langhe,Italy,2016,Gaja,Red,Unknown,405.23,4.3,,6.004454807146227,8
Gaja Sori Tildin Barbaresco Langhe 2013,Langhe,Italy,2013,Gaja,Red,Unknown,376.74,4.5,,5.931555294354073,11
Gaja Sperss Langhe 2014,Langhe,Italy,2014,Gaja,Red,Unknown,174.97,4.3,,5.164614530656529,10
Gallo Family Vineyards Cabernet Sauvignon 2017,California,United States,2017,Gallo Family Vineyards,Red,Cabernet Sauvignon,5.28,3.5,,1.6639260977181702,7
Gallo Family Vineyards Cabernet Sauvignon 2018,California,United States,2018,Gallo Family Vineyards,Red,Cabernet Sauvignon,5.07,3.6,,1.623340817603092,6
Gallo Signature Series Pinot Noir 2014,Santa Lucia Highlands,United States,2014,Gallo Signature Series,Red,Pinot Noir,33.71,3.8,,3.5177945292459696,10
Gamla Cabernet Sauvignon 2017,Galilee,Israel,2017,Gamla,Red,Cabernet Sauvignon,13.21,3.8,,2.580974118534234,7
Gamla Merlot 2017,Galilee,Israel,2017,Gamla,Red,Merlot,12.6,3.9,,2.5336968139574325,7
Gargalo Mencia Arauxa 2018,Unknown,Spain,2018,Gargalo,Red,Unknown,9.94,3.8,,2.296567020668483,6
Garmon Ribera Del Duero 2015,Ribera Del Duero,Spain,2015,Garmon,Red,Unknown,32.48,4.2,,3.480624515293477,9
Garmon Ribera Del Duero 2016,Ribera Del Duero,Spain,2016,Garmon,Red,Unknown,29.26,4.2,,3.3762213955919784,8
Gayda Figure Libre Freestyle Rouge 2018,Pays Doc,France,2018,Gayda,Red,Unknown,9.59,3.7,,2.260720888895347,6
Gd Vajra Albe Barolo 2015,Barolo,Italy,2015,Gd Vajra,Red,Barolo,42.42,3.9,,3.7476199491365367,9
Gd Vajra Barbera Dalba 2018,Barbera Dalba,Italy,2018,Gd Vajra,Red,Barbera,13.83,4.0,,2.626840145676667,6
Gd Vajra Barolo Bricco Delle Viole 2009,Barolo,Italy,2009,Gd Vajra,Red,Barolo,93.85,4.2,,4.541697763032518,15
Gd Vajra Barolo Bricco Delle Viole 2014,Barolo,Italy,2014,Gd Vajra,Red,Barolo,52.22,4.2,,3.955465563270983,10
Gd Vajra Barolo Ravera 2015,Barolo,Italy,2015,Gd Vajra,Red,Barolo,62.58,4.1,,4.136445738240736,9
Gd Vajra Dolcetto Dalba 2017,Dolcetto Dalba,Italy,2017,Gd Vajra,Red,Dolcetto,10.57,3.8,,2.3580197998821464,7
Geoff Merrill Henley Shiraz 2005,Mclaren Vale,Australia,2005,Geoff Merrill,Red,Shiraz,80.79,4.5,,4.391853195491617,19
Geoff Merrill Jackos Shiraz 2014,Mclaren Vale,Australia,2014,Geoff Merrill,Red,Shiraz,14.28,4.0,,2.658859956911438,10
Geoff Merrill Pimpala Road Shiraz 2017,South Australia,Australia,2017,Geoff Merrill,Red,Shiraz,7.75,3.8,,2.0476928433652555,7
Geografico Chianti Classico 2012,Chianti Classico,Italy,2012,Geografico,Red,Chianti,7.11,3.3,,1.9615022438151493,12
Georges Vigouroux Chateau De Hauteserre Malbec 2016,Cahors,France,2016,Georges Vigouroux,Red,Malbec,16.24,4.1,,2.7874773347335315,8
Georges Vigouroux Gouleyant Malbec 2018,Cahors,France,2018,Georges Vigouroux,Red,Malbec,6.97,3.7,,1.9416152247724323,6
Gerard Bertrand Corbieres Domaine Georges Bertrand 2017,Corbieres,France,2017,Gerard Bertrand,Red,Unknown,8.72,3.8,,2.1656192379208883,7
Gerard Bertrand Corbieres Grenache Syrah Mourvedre 2016,Corbieres,France,2016,Gerard Bertrand,Red,Grenache,10.46,3.6,,2.347558458636777,8
Gerard Bertrand Corbieres Grenache Syrah Mourvedre 2017,Corbieres,France,2017,Gerard Bertrand,Red,Grenache,9.79,3.7,,2.281361456542419,7
Gerard Bertrand Cote Des Roses Pinot Noir 2018,Pays Doc,France,2018,Gerard Bertrand,Red,Pinot Noir,9.04,3.3,,2.201659174404085,6
Gerard Bertrand Cote Des Roses Rouge 2015,Languedoc,France,2015,Gerard Bertrand,Red,Unknown,9.23,3.7,,2.222459048514761,9
