name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Poggio Argentiera Cabernet Franc 2016,Maremma Toscana,Italy,2016,Poggio Argentiera,Red,Cabernet Franc,28.75,4.0,,3.3586377672433594,8
Les Jamelles Mourvedre 2017,Pays Doc,France,2017,Les Jamelles,White,Mourvedre,6.87,3.8,,1.9271641062342584,7
Columbia Crest Grand Estates Merlot 2013,Columbia Valley,United States,2013,Columbia Crest,Red,Merlot,9.99,3.7,,2.3015845926604626,11
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec 2015,Mendoza,Argentina,2015,Catena Zapata,Red,Malbec,97.54,4.5,,4.5802625502819065,9
Louis Latour Domaine De Valmoissine Pinot Noir 2014,Other,France,2014,Louis Latour,Red,Pinot Noir,13.99,3.6,,2.63834278867739,10
Barons De Rothschild Lafite Legende R Bordeaux Rouge 2016,Bordeaux,France,2016,Barons De Rothschild Lafite,White,Unknown,13.17,3.5,,2.5779415157551897,8
Varvaglione Papale Primitivo Di Manduria 2017,Primitivo Di Manduria,Italy,2017,Varvaglione,White,Primitivo,10.52,4.0,,2.353278207309564,7
Domaine Poulleau Pere Fils Volnay 2016,Other,France,2016,Domaine Poulleau Pere Fils,Rose,Unknown,42.1,3.4,,3.740047740688336,8
Baltasar Gracian El Politico Garnacha 2017,Calatayud,Spain,2017,Baltasar Gracian,Red,Garnacha,6.87,3.6,,1.9271641062342584,7
La Vieille Ferme Rouge 2018,Vin De France,France,2018,La Vieille Ferme,Rose,Unknown,7.44,3.4,,2.006870848845,6
Bon Courage Cabernet Sauvignon 2015,Robertson,South Africa,2015,Bon Courage,Red,Cabernet Sauvignon,8.34,3.8,,2.121063216370655,9
Fattoria Casabianca Coppaia Chianti Colli Senesi 2014,Chianti Colli Senesi,Italy,2014,Fattoria Casabianca,Sparkling,Chianti,6.67,3.0,,1.8976198599275325,10
Penley Estate Francis 2019,South Australia,Australia,2019,Penley Estate,Red,Unknown,19.99,3.6,,2.9952321485123083,5
Coltibuono Chianti Classico Rs 2018,Chianti Classico,Italy,2018,Coltibuono,Red,Chianti,15.99,3.8,,2.771963526845863,6
Prunotto Fiulot Barbera Dasti 2018,Barbera Dasti,Italy,2018,Prunotto,Red,Barbera,12.46,3.7,,2.522523513359307,6
Bertrand Ravache Les Hauts De La Gaffeliere Saintemilion 2018,Saintemilion,France,2018,Bertrand Ravache,Red,Unknown,18.99,3.9,,2.9439125248241944,6
Castello Di Querceto Chianti Classico 2014,Chianti Classico,Italy,2014,Castello Di Querceto,Red,Chianti,14.99,3.6,,2.7073833121145063,10
Domaine Bousquet Reserve Malbec 2018,Tupungato,Argentina,2018,Domaine Bousquet,Sparkling,Malbec,12.43,3.9,,2.52011290552262,6
Little Black Dress Pinot Noir 2015,California,United States,2015,Little Black Dress,Red,Pinot Noir,9.12,3.3,,2.21046980408624,9
Condado De Haza Crianza Ribera Del Duero 2016,Ribera Del Duero,Spain,2016,Condado De Haza,White,Unknown,15.73,3.8,,2.7555697170701867,8
Piancornello Brunello Di Montalcino 2011,Brunello Di Montalcino,Italy,2011,Piancornello,Red,Unknown,54.14,4.2,,3.9915732841861553,13
Poggio Al Tesoro Dedicato A Walter Bolgheri Superiore 2005,Bolgheri Superiore,Italy,2005,Poggio Al Tesoro,Red,Unknown,108.39,4.5,,4.685735833827659,19
Castillo Perelada 5 Finques Fincas Reserva 2015,Emporda,Spain,2015,Castillo Perelada,White,Unknown,14.59,4.0,,2.6803363625346943,9
Chateau Pesquie Ventoux Artemia 2015,Ventoux,France,2015,Chateau Pesquie,Rose,Unknown,35.7,4.0,,3.5751506887855933,9
Capanna Rosso Di Montalcino 2019,Rosso Di Montalcino,Italy,2019,Capanna,Red,Unknown,25.42,4.0,,3.2355362657613083,5
Donati Cabernet Sauvignon 2017,Other,United States,2017,Donati,Red,Cabernet Sauvignon,17.09,4.1,,2.8384934971275,7
Fattoria San Lorenzo Il Casolare 2019,Other,Italy,2019,Fattoria San Lorenzo,Red,Unknown,15.0,3.7,,2.70805020110221,5
Johann Topf Strassertal Zweigelt 2017,Niederosterreich,Austria,2017,Johann Topf,Rose,Zweigelt,13.46,3.3,,2.599722324216581,7
Purple Cowboy Tenacious Red 2018,Paso Robles,United States,2018,Purple Cowboy,Red,Unknown,12.99,3.6,,2.564179830682508,6
Bruno Giacosa Barbera Dalba 2017,Piemonte,Italy,2017,Bruno Giacosa,Red,Barbera,27.55,4.1,,3.316002535598924,7
Bodegas Fontana Dominio De Fontana Garnacha Syrah 2017,Other,Spain,2017,Bodegas Fontana,White,Garnacha,7.99,3.6,,2.0781907597781832,7
Fontanafredda Barbaresco Coste Rubin 2014,Barbaresco,Italy,2014,Fontanafredda,Sparkling,Unknown,34.18,3.8,,3.531640677687445,10
Chateau Cru Godard Cotes De Bordeaux 2015,Other,France,2015,Chateau Cru Godard,Red,Unknown,22.99,3.7,,3.1350593387750902,9
La Cave Pinotage 2018,Paarl,South Africa,2018,La Cave,Red,Pinotage,26.59,4.3,,3.2805352052549286,6
Krebs Spatburgunder Trocken 2016,Pfalz,Germany,2016,Krebs,Red,Unknown,11.96,3.4,,2.481567748522486,8
Roodeberg Reserve 2015,Western Cape,South Africa,2015,Roodeberg,White,Unknown,10.8,3.5,,2.379546134130174,9
Chateau Petitfreylon Cuvee Sarah Bordeaux Superieur 2017,Bordeaux Superieur,France,2017,Chateau Petitfreylon,Red,Unknown,15.99,3.5,,2.771963526845863,7
Tierras Y Vinas Gran Dominio Reserva 2012,Rioja,Spain,2012,Tierras Y Vinas,White,Unknown,9.3,3.5,,2.2300144001592104,12
Zorzal Terroir Unico Pinot Noir 2019,Tupungato,Argentina,2019,Zorzal,Red,Pinot Noir,13.99,3.7,,2.63834278867739,5
Mirassou Cabernet Sauvignon 2019,California,United States,2019,Mirassou,Red,Cabernet Sauvignon,8.99,3.4,,2.196112848483529,5
Chateau Recougne Bordeaux Superieur 2016,Bordeaux Superieur,France,2016,Chateau Recougne,Rose,Unknown,10.39,3.6,,2.340843805111136,8
Markowitsch Rosenberg 2017,Carnuntum,Austria,2017,Markowitsch,Sparkling,Rose,35.7,4.1,,3.5751506887855933,7
Portia Prima La Encina 2018,Ribera Del Duero,Spain,2018,Portia,Red,Port,20.6,3.9,,3.025291075795536,6
Errazuriz Estate Merlot 2016,Aconcagua Valley,Chile,2016,Errazuriz,Red,Merlot,9.66,3.5,,2.2679936482244267,8
La Posta Armando Bonarda 2018,Mendoza,Argentina,2018,La Posta,Red,Bonarda,11.99,3.9,,2.484072969039423,6
Wild Horse Cabernet Sauvignon 2015,Central Coast,United States,2015,Wild Horse,Red,Cabernet Sauvignon,20.52,3.9,,3.021400020302569,9
Avalon Cabernet Sauvignon 2016,Other,United States,2016,Avalon,Rose,Cabernet Sauvignon,13.64,3.8,,2.613006652415316,8
Poggiotondo Chianti Riserva 2013,Chianti,Italy,2013,Poggiotondo,White,Chianti,22.73,3.9,,3.1236856378644515,11
Monte Da Penha Reserva Tinto 2005,Other,Portugal,2005,Monte Da Penha,Sparkling,Unknown,15.08,3.9,,2.71336936257981,19
Chateau De Saint Cosme Gigondas Valbelle 2009,Gigondas,France,2009,Chateau De Saint Cosme,White,Gigondas,42.31,3.9,,3.745023464731976,15
La Motte Wine Estate Hanneli R 2013,Paarl,South Africa,2013,La Motte Wine Estate,White,Unknown,96.56,4.5,,4.570164576789276,11
Balletto Vineyards Pinot Noir 2018,Russian River Valley,United States,2018,Balletto Vineyards,Red,Pinot Noir,25.0,4.0,,3.218875824868201,6
Pedres Cerasio Cannonau Di Sardegna 2018,Cannonau Di Sardegna,Italy,2018,Pedres,Red,Unknown,18.99,3.9,,2.9439125248241944,6
Ceretto Monsordo Rosso 2017,Langhe,Italy,2017,Ceretto,Sparkling,Unknown,25.27,3.7,,3.229617921400103,7
Montpellier Pinot Noir 2016,California,United States,2016,Montpellier,Red,Pinot Noir,6.49,3.5,,1.8702625307159984,8
Prosper Maufoux Santenay 1Er Cru Les Gravieres 2017,Other,France,2017,Prosper Maufoux,Red,Unknown,29.99,4.6,,3.4008639927609177,7
Ravenswood Vintners Blend Cabernet Sauvignon 2017,California,United States,2017,Ravenswood,White,Cabernet Sauvignon,9.54,3.3,,2.255493485460195,7
The Beefsteak Club Beef Liberty Shiraz 2017,Other,Australia,2017,The Beefsteak Club,Sparkling,Shiraz,10.74,3.5,,2.3739750890807185,7
Alto Moncayo Garnacha 2016,Campo De Borja,Spain,2016,Alto Moncayo,White,Garnacha,37.92,4.3,,3.635478677386821,8
Chateau Leoville Barton Saintjulien Grand Cru Classe 2006,Saintjulien,France,2006,Chateau Leoville Barton,White,Unknown,96.56,4.2,,4.570164576789276,18
Montecelli Bardolino 2018,Bardolino,Italy,2018,Montecelli,Rose,Bardolino,6.3,3.4,,1.8405496333974871,6
Serre Dei Roveri Barbera 2018,Piemonte,Italy,2018,Serre Dei Roveri,Rose,Barbera,6.67,3.3,,1.8976198599275325,6
Ippolito 1845 I Mori Gaglioppo Cabernet 2016,Calabria,Italy,2016,Ippolito 1845,Rose,Gaglioppo,13.02,3.6,,2.5664866367804238,8
Gran Feudo Vinas Viejas Reserva 2012,Navarra,Spain,2012,Gran Feudo,Red,Unknown,10.64,3.6,,2.3646204839134985,12
Lionel Osmin Cie Merlot Cabernet Sauvignon Buzet 2015,Other,France,2015,Lionel Osmin Cie,Sparkling,Cabernet Sauvignon,9.66,3.4,,2.2679936482244267,9
Casa Santos Lima Palha Canas Tinto 2016,Lisboa,Portugal,2016,Casa Santos Lima,Rose,Unknown,9.66,3.6,,2.2679936482244267,8
Chateau Du Trignon Gigondas Rouge 2012,Gigondas,France,2012,Chateau Du Trignon,Red,Gigondas,18.99,4.0,,2.9439125248241944,12
Brady Petite Sirah 2017,Paso Robles,United States,2017,Brady,Red,Petite Sirah,22.99,4.1,,3.1350593387750902,7
Lafranveyrolles Bandol Rouge 2012,Bandol,France,2012,Lafranveyrolles,Sparkling,Unknown,24.41,4.0,,3.1949928844048685,12
Olianas Cannonau 2020,Other,Italy,2020,Olianas,Red,Unknown,13.99,3.8,,2.63834278867739,4
Dominio De Tares Bembibre Mencia 2015,Bierzo,Spain,2015,Dominio De Tares,Rose,Mencia,34.61,4.0,,3.544142657647253,9
Alamos Red Blend 2017,Mendoza,Argentina,2017,Alamos,Red,Red Blend,9.79,3.7,,2.281361456542419,7
Petra Zingari Bianco 2020,Other,Italy,2020,Petra,White,Other White Blends,14.78,4.6,12.5,2.693274915520056,4
Tormaresca Neprica Negroamaro 2018,Puglia,Italy,2018,Tormaresca,Rose,Negroamaro,9.04,3.5,,2.201659174404085,6
Chateau Leoville Las Cases Saintjulien Grand Cru Classe 2005,Saintjulien,France,2005,Chateau Leoville Las Cases,Rose,Unknown,364.88,4.6,,5.899568532403445,19
Slingshot Cabernet Sauvignon 2015,Napa Valley,United States,2015,Slingshot,Red,Cabernet Sauvignon,24.99,3.9,,3.2184757448468613,9
Leopards Leap Merlot 2018,Swartland,South Africa,2018,Leopards Leap,Rose,Merlot,8.41,3.3,,2.1294214739848565,6
Kenwood Zinfandel 2014,Sonoma County,United States,2014,Kenwood,Red,Zinfandel,23.99,3.8,,3.177637076851603,10
La Posta Fazzio Malbec 2018,Uco Valley,Argentina,2018,La Posta,Red,Malbec,20.99,3.9,,3.0440461338325417,6
Beyerskloof Diesel Pinotage 2017,Stellenbosch,South Africa,2017,Beyerskloof,Red,Pinotage,68.35,4.7,,4.224641563169959,7
19 Crimes The Banished Dark Red 2020,unknown,Australia,2020,19 Crimes,Red,Other Red Blends,13.96,4.2,,2.6361960973342264,4
Poliziano Lohsa Morellino Di Scansano 2018,Morellino Di Scansano,Italy,2018,Poliziano,Sparkling,Unknown,14.1,3.6,,2.6461747973841225,6
Chateau De Montfaucon Vin De Monsieur Le Baron 2010,Cotesdurhone,France,2010,Chateau De Montfaucon,Sparkling,Unknown,81.37,4.0,,4.399006654708566,14
Vite Colte Essenze Barolo 2013,Barolo,Italy,2013,Vite Colte,Red,Barolo,27.27,3.9,,3.305787196857497,11
Miolo Lote 43 Cabernet Sauvignon Merlot 2012,Other,Brazil,2012,Miolo,Sparkling,Cabernet Sauvignon,24.85,4.2,,3.212857752542638,12
Feudi Di San Gregorio Piano Montevergine Taurasi 2012,Other,Italy,2012,Feudi Di San Gregorio,Red,Unknown,48.82,4.0,,3.888140064964814,12
Salwey Gg Eichberg Spatburgunder 2013,Baden,Germany,2013,Salwey,Rose,Unknown,39.6,3.9,,3.6788291182604342,11
Dominio De Atauta Atalayas De Golban Ribera Del Duero Crianza 2016,Ribera Del Duero,Spain,2016,Dominio De Atauta,Red,Unknown,15.98,3.8,,2.7713379403381286,8
Farnese Fantini Primitivo Puglia 2018,Puglia,Italy,2018,Farnese,Red,Primitivo,6.4,3.5,,1.856297990365626,6
Penfolds Bin 28 Shiraz 2019,Barossa Valley,Australia,2019,Penfolds,Red,Shiraz,29.99,4.1,,3.4008639927609177,5
Vegalfaro Caprasia Bobal Crianza Anfora 2017,Utielrequena,Spain,2017,Vegalfaro,Red,Bobal,23.99,4.0,,3.177637076851603,7
Robert Mondavi Private Selection Zinfandel 2017,California,United States,2017,Robert Mondavi Private Selection,Rose,Zinfandel,14.99,3.9,,2.7073833121145063,7
Chateau Sociandomallet La Demoiselle De Sociandomallet Hautmedoc 2014,Hautmedoc,France,2014,Chateau Sociandomallet,Red,Unknown,21.16,3.9,,3.052112606990099,10
Conte Dattimis Maniago Schioppettino 2012,Colli Orientali Del Friuli,Italy,2012,Conte Dattimis Maniago,Red,Unknown,15.08,3.5,,2.71336936257981,12
Fortress Cabernet Sauvignon 2012,North Coast,United States,2012,Fortress,Red,Cabernet Sauvignon,27.0,3.9,,3.295836866004329,12
San Donaci Anticaia Primitivo Salento 2018,Salento,Italy,2018,San Donaci,White,Primitivo,6.35,3.7,,1.8484548129046003,6
Vergel Tinto 2017,Alicante,Spain,2017,Vergel,Sparkling,Unknown,7.05,3.7,,1.9530276168241767,7
Stefano Accordini Acinatico Valpolicella Classico Superiore Ripasso 2018,Valpolicella Classico,Italy,2018,Stefano Accordini,Rose,Unknown,18.12,3.8,,2.8970163006148333,6
Chateau Laulerie Bergerac Rouge 2018,Other,France,2018,Chateau Laulerie,Red,Unknown,7.86,3.8,,2.061786606441115,6
Moric Lutzmannsburg Alte Reben Blaufrankisch 2015,Burgenland,Austria,2015,Moric,Sparkling,Blaufrankisch,78.27,4.2,,4.360164387816747,9
Alceno Tw 12 Twelve Monastrell 2014,Jumilla,Spain,2014,Alceno,Sparkling,Monastrell,10.08,3.8,,2.310553262643223,10
Slices Cabernet Sauvignon 2020,Napa Valley,United States,2020,Slices,Red,Cabernet Sauvignon,19.99,3.8,,2.9952321485123083,4
Chateau Lamouroux Graves 2014,Graves,France,2014,Chateau Lamouroux,White,Unknown,17.96,3.6,,2.888147062874053,10
Chateau Les Grands Chenes Medoc 2014,Medoc,France,2014,Chateau Les Grands Chenes,Sparkling,Unknown,24.11,3.6,,3.18262669219308,10
Dv Catena Historico Red Blend 2019,Uco Valley,Argentina,2019,Dv Catena,Red,Red Blend,18.99,4.0,,2.9439125248241944,5
Castle Rock Willamette Valley Pinot Noir 2019,Willamette Valley,United States,2019,Castle Rock,Red,Pinot Noir,11.99,3.5,,2.484072969039423,5
Terlan Terlano Lagrein Riserva Gries 2017,Sudtirol Alto Adige,Italy,2017,Terlan Terlano,Sparkling,Lagrein,20.07,4.1,,2.9992261628082466,7
Esterhazy Follig Blaufrankisch 2015,Other,Austria,2015,Esterhazy,Rose,Blaufrankisch,28.5,3.2,,3.349904087274605,9
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2015,Hautmedoc,France,2015,Chateau La Tour Carnet,White,Unknown,42.86,4.0,,3.757938990045431,9
Sophenia Reserve Malbec 2016,Tupungato,Argentina,2016,Sophenia,White,Malbec,14.2,3.8,,2.653241964607215,8
Olivardots Vermell 2017,Emporda,Spain,2017,Olivardots,Red,Unknown,14.05,3.8,,2.6426223957797546,7
Ostatu Rioja Crianza 2017,Other,Spain,2017,Ostatu,Red,Rioja,25.0,3.8,,3.218875824868201,7
Buglioni Il Bugiardo Valpolicella Ripasso Classico Superiore 2016,Valpolicella Ripasso,Italy,2016,Buglioni,Red,Unknown,29.97,4.1,,3.400196881328572,8
Planet Oregon Pinot Noir 2019,Oregon,United States,2019,Planet Oregon,Red,Pinot Noir,26.99,4.0,,3.295466427029913,5
Chateau Hautbellevue Hautmedoc 2014,Hautmedoc,France,2014,Chateau Hautbellevue,White,Unknown,14.27,3.8,,2.658159431488745,10
Cusumano Merlot 2016,Terre Siciliane,Italy,2016,Cusumano,Red,Merlot,8.14,3.5,,2.096790180014449,8
Vigneti Del Salento Vigne Vecchie Leggenda Primitivo Di Manduria 2015,Primitivo Di Manduria,Italy,2015,Vigneti Del Salento,White,Primitivo,43.29,4.4,,3.767921661453889,9
Langmeil Hangin Snakes Shiraz Viognier 2017,Barossa,Australia,2017,Langmeil,Red,Viognier,14.73,4.0,,2.689886230474539,7
Bodegas Aradon Crianza 2016,Rioja,Spain,2016,Bodegas Aradon,Rose,Unknown,7.27,3.8,,1.983756291545428,8
Bove Indio Montepulciano Dabruzzo 2015,Montepulciano Dabruzzo,Italy,2015,Bove,Red,Montepulciano,8.03,3.9,,2.0831845279586703,9
Finca La Estacada Ocho Y Medio Tinto Velasco 2018,Castilla,Spain,2018,Finca La Estacada,Red,Unknown,4.76,3.5,,1.5602476682433286,6
Malaga Virgen Pernales Syrah 2018,Other,Spain,2018,Malaga Virgen,Red,Unknown,10.64,3.7,,2.3646204839134985,6
Rocca Di Frassinello Maremma Toscana Le Sughere Di Frassinello 2015,Maremma Toscana,Italy,2015,Rocca Di Frassinello,Sparkling,Unknown,21.59,3.9,,3.072230244526716,9
Soul Growers Provident Shiraz 2016,Barossa Valley,Australia,2016,Soul Growers,Red,Shiraz,26.44,3.6,,3.2748780149834857,8
Aromo Carmenere 2017,Maule Valley,Chile,2017,Aromo,Red,Carmenere,5.99,3.8,,1.790091412127358,7
Munoz Sello Del Rey Coleccion Privada 2014,Castilla,Spain,2014,Munoz,Rose,Unknown,30.14,3.7,,3.4058531931983493,10
Barons De Rothschild Legende Medoc 2017,Medoc,France,2017,Barons De Rothschild,Red,Unknown,25.99,3.7,,3.2577118486533987,7
Herdade Da Comporta Vinhas Da Comporta Tinto 2014,Other,Portugal,2014,Herdade Da Comporta,Red,Port,10.99,3.4,,2.3969857684155302,10
The Kings Series The Kings Wrath Pinot Noir 2016,Marlborough,New Zealand,2016,The Kings Series,Sparkling,Pinot Noir,51.43,3.8,,3.940221659786825,8
Spice Route Pinotage 2017,Swartland,South Africa,2017,Spice Route,Red,Pinotage,17.25,4.1,,2.847812143477369,7
Bodegas Valdemar Conde De Valdemar Tempranillo 2018,Rioja,Spain,2018,Bodegas Valdemar,Red,Tempranillo,6.5,3.5,,1.8718021769015916,6
Chateau Sociandomallet Hautmedoc 2005,Hautmedoc,France,2005,Chateau Sociandomallet,White,Unknown,65.04,4.2,,4.1750024652395545,19
M Chapoutier Coterotie La Mordoree 1999,Coterotie,France,1999,M Chapoutier,White,Coterotie,195.24,4.3,,5.274229571018947,25
Gnarly Head Cabernet Sauvignon 2020,California,United States,2020,Gnarly Head,Red,Cabernet Sauvignon,10.97,3.7,,2.395164274287139,4
Marques De Tosos Crianza 2017,Carinena,Spain,2017,Marques De Tosos,Red,Crianza,4.59,3.3,,1.5238800240724537,7
Chalk Hill Luna Shiraz 2017,Mclaren Vale,Australia,2017,Chalk Hill,White,Shiraz,14.2,3.5,,2.653241964607215,7
Torres Perpetual 2016,Priorat,Spain,2016,Torres,White,Unknown,43.39,4.3,,3.7702289998102594,8
Sledgehammer Forged Red 2018,California,United States,2018,Sledgehammer,Red,Unknown,7.99,3.6,,2.0781907597781832,6
Ottella Ripa Della Volta Amarone Della Valpolicella 2015,Amarone Della Valpolicella,Italy,2015,Ottella,Red,Unknown,41.12,4.3,,3.71649462114691,9
Chateau De Saint Cosme Saint Cosme Cotes Du Rhone 2019,Cotesdurhone,France,2019,Chateau De Saint Cosme,Sparkling,Unknown,10.31,3.6,,2.3331142980288684,5
Bodegas Nekeas Cepa X Cepa Garnacha 2018,Navarra,Spain,2018,Bodegas Nekeas,Sparkling,Garnacha,7.58,3.8,,2.0255131996542803,6
Torres San Valentin Garnacha 2018,Catalunya,Spain,2018,Torres,Rose,Garnacha,7.99,4.0,,2.0781907597781832,6
Le Morette Perseo 2016,Veneto,Italy,2016,Le Morette,Rose,Unknown,16.06,4.2,,2.776331708518616,8
Tenuta Di Trinoro Toscana Le Cupole Rosso 2019,Toscana,Italy,2019,Tenuta Di Trinoro,Red,Unknown,25.98,4.0,,3.2573270112424533,5
Haras De Pirque Hussonet Cabernet Sauvignon Gran Reserva 2015,Maipo Valley,Chile,2015,Haras De Pirque,Red,Cabernet Sauvignon,18.99,3.7,,2.9439125248241944,9
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2005,Hautmedoc,France,2005,Chateau La Tour Carnet,Rose,Unknown,54.2,4.1,,3.992680908445601,19
Vinchio Vaglio Serra Barolo 2012,Barolo,Italy,2012,Vinchio Vaglio Serra,Sparkling,Barolo,28.75,3.8,,3.3586377672433594,12
Romeo Del Castello Allegracore Etna Rosso 2016,Etna,Italy,2016,Romeo Del Castello,Red,Unknown,29.0,3.9,,3.367295829986474,8
Varvaglione Salice Salentino 2015,Salice Salentino,Italy,2015,Varvaglione,Rose,Unknown,12.48,4.0,,2.524127362941281,9
Gentlemans Collection Red Blend 2019,South Eastern Australia,Australia,2019,Gentlemans Collection,Red,Red Blend,13.42,4.1,,2.596746131543536,5
Lan Crianza Rioja 2012,Rioja,Spain,2012,Lan,Red,Rioja,12.5,3.6,,2.525728644308256,12
Kleine Zalze Cellar Selection Cabernet Sauvignon 2018,Stellenbosch,South Africa,2018,Kleine Zalze,Sparkling,Cabernet Sauvignon,11.88,3.3,,2.4748563139344992,6
Haraszthy Family Cellars Bearitage Cabernet Sauvignon 2017,Lodi,United States,2017,Haraszthy Family Cellars,Red,Cabernet Sauvignon,8.99,3.7,,2.196112848483529,7
Martoccia Poggio Apricale Rosso Di Montalcino 2014,Rosso Di Montalcino,Italy,2014,Martoccia,Rose,Unknown,14.31,4.0,,2.66095859356836,10
Chateau Grand Corbindespagne Chateau Ampelia Castillon Cotes De Bordeaux 2015,Castillon Cotes De Bordeaux,France,2015,Chateau Grand Corbindespagne,Red,Unknown,20.99,3.8,,3.0440461338325417,9
Bodega Tandem Macula 2012,Navarra,Spain,2012,Bodega Tandem,White,Unknown,18.54,3.9,,2.919930560137709,12
Palacios Remondo La Montesa 2017,Rioja,Spain,2017,Palacios Remondo,White,Unknown,15.33,3.9,,2.7298116928837226,7
Chateau Canon Saintemilion Grand Cru Premier Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Canon,Sparkling,Unknown,150.76,4.4,,5.015689168398934,19
Bodegas Olarra Anares Rioja Reserva 2017,Rioja,Spain,2017,Bodegas Olarra,Red,Unknown,12.2,3.9,,2.501435951739211,7
Podere Il Balzo Chianti Rufina 2012,Chianti Rufina,Italy,2012,Podere Il Balzo,Red,Chianti,27.96,3.8,,3.3307749173656096,12
San Silvestro Serra Dei Turchi Barolo 2015,Barolo,Italy,2015,San Silvestro,Red,Barolo,28.99,4.0,,3.366950942933564,9
Cune Cvne Reserva 2015,Rioja,Spain,2015,Cune Cvne,Sparkling,Unknown,14.64,3.8,,2.6837575085331653,9
Tenuta Di Trinoro Toscana Le Cupole Rosso 2013,Toscana,Italy,2013,Tenuta Di Trinoro,Red,Unknown,30.0,4.1,,3.4011973816621555,11
Michel Torino Coleccion Malbec 2019,Other,Argentina,2019,Michel Torino,White,Malbec,10.72,3.7,,2.372111155642656,5
Chateau Tour Du Mayne Hautmedoc 2017,Hautmedoc,France,2017,Chateau Tour Du Mayne,Red,Unknown,20.0,3.9,,2.995732273553991,7
Lisbonita Tinto 2019,Lisboa,Portugal,2019,Lisbonita,Red,Unknown,8.95,3.5,,2.191653532286764,5
Hugas De Batlle Coma De Vaixell 2017,Emporda,Spain,2017,Hugas De Batlle,Red,Unknown,12.39,3.8,,2.516889695641052,7
Ricasoli Brolio Chianti Classico 2015,Chianti Classico,Italy,2015,Ricasoli,Sparkling,Chianti,39.06,3.7,,3.665098925448533,9
Anura Limited Release Syrah 2012,Stellenbosch,South Africa,2012,Anura,Rose,Syrah,20.94,3.7,,3.041661205442391,12
Santadi Rocca Rubia Riserva Carignano Del Sulcis 2016,Carignano Del Sulcis,Italy,2016,Santadi,Sparkling,Carignan,16.36,4.1,,2.7948393311746007,8
Castelli Del Grevepesa Castelgreve Chianti Classico Riserva 2015,Chianti Classico,Italy,2015,Castelli Del Grevepesa,White,Chianti,19.36,3.6,,2.963209081848431,9
Emiliana Novas Gran Reserva Carmenere Cabernet Sauvignon 2017,Colchagua Valley,Chile,2017,Emiliana,White,Cabernet Sauvignon,11.39,3.9,,2.4327357774590905,7
Napa Cellars Zinfandel 2016,Napa Valley,United States,2016,Napa Cellars,Rose,Zinfandel,29.19,4.1,,3.373826184866024,8
Villa Cerna Chianti Classico Riserva 2014,Chianti Classico,Italy,2014,Villa Cerna,Rose,Chianti,29.64,3.9,,3.3891248004278864,10
Michael Teschke Naiv Kleine Fabrik Portugieser 2016,Rheinhessen,Germany,2016,Michael Teschke,Red,Port,10.31,3.9,,2.3331142980288684,8
Chateau Bourbon La Chapelle Medoc 2016,Medoc,France,2016,Chateau Bourbon La Chapelle,White,Unknown,11.83,3.6,,2.470638677990296,8
Beyerskloof Field Blend 2015,Stellenbosch,South Africa,2015,Beyerskloof,Sparkling,Blend,36.35,4.3,,3.5931942039795284,9
San Leonardo San Leonardo 2014,Vigneti Delle Dolomiti,Italy,2014,San Leonardo,Sparkling,Unknown,69.44,4.2,,4.240463070352095,10
Bodega Norton Privada 2018,Mendoza,Argentina,2018,Bodega Norton,Red,Bordeaux Red Blends,18.89,3.5,14.5,2.9386326815134183,6
Umani Ronchi Podere Montepulciano Dabruzzo 2018,Montepulciano Dabruzzo,Italy,2018,Umani Ronchi,Rose,Montepulciano,5.1,3.7,,1.62924053973028,6
Chateau Hautbrion Pessacleognan Premier Grand Cru Classe 2013,Pessacleognan,France,2013,Chateau Hautbrion,White,Unknown,433.94,4.5,,6.072906275695226,11
Carnivor Zinfandel 2017,California,United States,2017,Carnivor,Red,Zinfandel,9.99,4.0,,2.3015845926604626,7
Bera Barbaresco 2015,Barbaresco,Italy,2015,Bera,Rose,Unknown,25.28,3.9,,3.2300135692786567,9
El Vinculo La Mancha Reserva 2013,La Mancha,Spain,2013,El Vinculo,Rose,Unknown,14.09,3.6,,2.6454653259105885,11
Chateau Leoville Las Cases Clos Du Marquis Saintjulien 2014,Saintjulien,France,2014,Chateau Leoville Las Cases,White,Unknown,62.93,4.2,,4.1420229975388425,10
Serpaia Di Endrizzi Meria Maremma Toscana 2014,Maremma Toscana,Italy,2014,Serpaia Di Endrizzi,White,Unknown,18.88,4.0,,2.9381031607173544,10
Orma Toscana 2016,Toscana,Italy,2016,Orma,Rose,Unknown,63.04,4.2,,4.143769445549624,8
Tormaresca Primitivo Salento Torcicoda 2017,Salento,Italy,2017,Tormaresca,Red,Primitivo,13.23,4.1,,2.582486978126864,7
Bodegas Roda Cirsion Rioja 2016,Rioja,Spain,2016,Bodegas Roda,Sparkling,Rioja,210.48,4.5,,5.349390636732037,8
Vina Cobos Bramare Marchiori Vineyard Malbec 2017,Mendoza,Argentina,2017,Vina Cobos,Rose,Malbec,81.36,4.6,,4.398883751740305,7
