name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Francis Ford Coppola Winery Diamond Collection Malbec 2018,California,United States,2018,Francis Ford Coppola Winery,Red,Malbec,16.99,3.7,,2.8326249356838407,6
Costa Azul Shiraz 2016,Castilla,Spain,2016,Costa Azul,Red,Shiraz,6.0,3.3,,1.791759469228055,8
Colome Altura Maxima Malbec 2016,Other,Argentina,2016,Colome,Rose,Malbec,99.98,4.1,,4.604970165985424,8
Rodrigues Lalande Chateau Tour De Castres Graves 2012,Graves,France,2012,Rodrigues Lalande,Sparkling,Unknown,16.22,3.7,,2.7862450486872667,12
Domaines Bunan Moulin Des Costes Charriage Bandol 2011,Bandol,France,2011,Domaines Bunan,Sparkling,Unknown,58.48,4.3,,4.0686848154415225,13
Escudo Rojo Syrah Reserva 2017,Central Valley,Chile,2017,Escudo Rojo,Red,Syrah,13.56,3.4,,2.6071242825122494,7
Chateau Gloria Saintjulien 2013,Saintjulien,France,2013,Chateau Gloria,Sparkling,Unknown,50.45,3.8,,3.920982746799618,11
Mas Doix Les Crestes Priorat 2018,Priorat,Spain,2018,Mas Doix,Rose,Unknown,17.87,3.8,,2.8831233291713367,6
Fattoria Di Magliano Perenzo 2011,Maremma Toscana,Italy,2011,Fattoria Di Magliano,Sparkling,Unknown,26.99,3.7,,3.295466427029913,13
Donna Olimpia Millepassi Bolgheri Superiore 2016,Bolgheri Superiore,Italy,2016,Donna Olimpia,Sparkling,Unknown,50.77,4.3,,3.927305628959304,8
Mandrarossa Costadune Nero Davola 2018,Terre Siciliane,Italy,2018,Mandrarossa,Red,Nero Davola,6.2,3.4,,1.8245492920510455,6
Leone De Castris Il Lemos Susumaniello 2018,Salento,Italy,2018,Leone De Castris,Sparkling,Unknown,9.36,3.6,,2.2364452904895007,6
Enate Tempranillo Cabernet Sauvignon Crianza 2017,Somontano,Spain,2017,Enate,Red,Tempranillo Cabernet Sauvignon Crianza,8.9,3.8,,2.186051276738094,7
Morande Reserva Pinot Noir 2008,Casablanca Valley,Chile,2008,Morande,Red,Pinot Noir,11.99,3.3,,2.484072969039423,16
Chateau Branecantenac Baron De Brane Margaux 2014,Margaux,France,2014,Chateau Branecantenac,White,Margaux,31.08,3.9,,3.436564525499447,10
Louis Jadot Pommard 2015,Other,France,2015,Louis Jadot,Rose,Unknown,63.14,4.1,,4.145354483129846,9
Chateau Mongravey Margaux 2016,Margaux,France,2016,Chateau Mongravey,Red,Margaux,30.33,3.9,,3.41213732170049,8
Varvaglione 12 E Mezzo Primitivo Del Salento 2019,Salento,Italy,2019,Varvaglione,Red,Primitivo,12.99,4.0,,2.564179830682508,5
Epicuro Montepulciano Dabruzzo Il Fondatore 2018,Montepulciano Dabruzzo,Italy,2018,Epicuro,Red,Montepulciano,7.46,3.4,,2.009555414215669,6
Umathum Blaufrankisch 2016,Burgenland,Austria,2016,Umathum,White,Blaufrankisch,14.32,3.3,,2.6616571615324998,8
Rocca Di Castagnoli Poggio Afrati Chianti Classico Riserva 2015,Chianti Classico,Italy,2015,Rocca Di Castagnoli,Red,Chianti,23.33,3.8,,3.1497400860333387,9
Chateau Lestruelle Medoc 2014,Medoc,France,2014,Chateau Lestruelle,Red,Unknown,16.09,3.6,,2.778197961004292,10
Mas Hautbuis Les Carlines Terrasses Du Larzac 2013,Terrasses Du Larzac,France,2013,Mas Hautbuis,White,Unknown,9.76,3.6,,2.278292400425001,11
Le Ragose Valpolicella Ripasso Classico Superiore 2016,Valpolicella Ripasso,Italy,2016,Le Ragose,Sparkling,Unknown,21.05,4.0,,3.0469005601283903,8
Ribeirinha Rota De Cabral Tinto 2017,Other,Portugal,2017,Ribeirinha,Rose,Unknown,5.63,3.0,,1.728109442151599,7
Matteo Correggia Barbera Dalba 2017,Barbera Dalba,Italy,2017,Matteo Correggia,Red,Barbera,22.99,3.7,,3.1350593387750902,7
Garmon Ribera Del Duero 2016,Ribera Del Duero,Spain,2016,Garmon,White,Unknown,37.92,4.2,,3.635478677386821,8
Beyerskloof Pinotage 2019,Stellenbosch,South Africa,2019,Beyerskloof,Rose,Pinotage,9.22,3.6,,2.221375037568502,5
Chateau Dutruch Grand Poujeaux Moulisenmedoc 2015,Moulisenmedoc,France,2015,Chateau Dutruch Grand Poujeaux,White,Unknown,26.72,3.7,,3.285412348668445,9
The Federalist Zinfandel Bourbon Barrel Aged 2017,Mendocino County,United States,2017,The Federalist,Red,Zinfandel,21.99,3.8,,3.090587804566669,7
Paul Cluver Seven Flags Pinot Noir 2016,Elgin,South Africa,2016,Paul Cluver,White,Pinot Noir,61.56,4.3,,4.120012308970679,8
Chateau Malbat Bordeaux 2019,Bordeaux,France,2019,Chateau Malbat,Red,Unknown,8.98,3.5,,2.1949998823141086,5
Tenuta San Vito Chianti 2019,Chianti,Italy,2019,Tenuta San Vito,Red,Chianti,17.99,3.3,,2.8898160479624413,5
Gd Vajra Dolcetto Dalba 2017,Dolcetto Dalba,Italy,2017,Gd Vajra,White,Dolcetto,13.69,3.8,,2.6166656393003573,7
Poggio Verrano Dromos 2011,Maremma Toscana,Italy,2011,Poggio Verrano,White,Unknown,41.2,4.0,,3.7184382563554808,13
Chateau Dutruch Grand Poujeaux Moulisenmedoc 2016,Moulisenmedoc,France,2016,Chateau Dutruch Grand Poujeaux,Rose,Unknown,26.72,4.1,,3.285412348668445,8
Tenuta Santantonio Monti Garbi Valpolicella Ripasso Superiore 2017,Valpolicella Ripasso,Italy,2017,Tenuta Santantonio,Rose,Unknown,10.8,3.9,,2.379546134130174,7
Keringer Grande Cuvee 2017,Burgenland,Austria,2017,Keringer,Red,Unknown,15.08,4.0,,2.71336936257981,7
Michel Stephane Ogier La Rosine Syrah 2017,Other,France,2017,Michel Stephane Ogier,Rose,Syrah,21.59,4.0,,3.072230244526716,7
Golden Kaan Pinotage 2019,Western Cape,South Africa,2019,Golden Kaan,Red,Pinotage,6.28,3.7,,1.8373699804801076,5
Radley Finch The Profs Pinotage 2020,Western Cape,South Africa,2020,Radley Finch,Red,Pinotage,8.99,3.6,,2.196112848483529,4
Banfi Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Banfi,White,Unknown,27.89,4.2,,3.3282682016393976,10
Tempus Two Pewter Series Shiraz 2016,Barossa Valley,Australia,2016,Tempus Two,White,Shiraz,21.65,3.8,,3.075005454448499,8
Swartland Winery Winemakers Collection Pinotage 2018,Swartland,South Africa,2018,Swartland Winery,Sparkling,Pinotage,8.55,3.5,,2.145931282948669,6
Domaine Bousquet Merlot 2017,Tupungato,Argentina,2017,Domaine Bousquet,Red,Merlot,7.18,3.3,,1.9712993830601329,7
Chateau De Viaud Chateau Du Grand Chambellan Lalandedepomerol 2012,Lalandedepomerol,France,2012,Chateau De Viaud,White,Pomerol,27.27,4.0,,3.305787196857497,12
Neethlingshof Estate Pinotage 2017,Stellenbosch,South Africa,2017,Neethlingshof Estate,White,Pinotage,11.34,3.9,,2.428336298299606,7
Weingut Brundlmayer Zweigelt 2016,Niederosterreich,Austria,2016,Weingut Brundlmayer,Sparkling,Zweigelt,11.88,3.5,,2.4748563139344992,8
Chateau Desclans S Clans 2016,Cotes De Provence,France,2016,Chateau Desclans,Rose,Unknown,147.45,4.1,,4.993489135261285,8
Siegel Unique Selection 2017,Colchagua Valley,Chile,2017,Siegel,Red,Unknown,30.0,4.2,,3.4011973816621555,7
Produttori Vini Manduria Lirica Primitivo Di Manduria 2017,Primitivo Di Manduria,Italy,2017,Produttori Vini Manduria,White,Primitivo,13.22,4.0,,2.5817308344235403,7
Salvioni Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Salvioni,White,Unknown,172.6,4.6,,5.150976778649327,11
Poggio Le Volpi Baccarossa 2017,Lazio,Italy,2017,Poggio Le Volpi,White,Unknown,17.25,4.0,,2.847812143477369,7
Baglio Del Cristo Di Campobello Lu Patri Nero Davola 2016,Sicilia,Italy,2016,Baglio Del Cristo Di Campobello,Red,Nero Davola,23.47,4.1,,3.1557230098629323,8
Fondo Antico I Versi Rosso 2016,Sicilia,Italy,2016,Fondo Antico,Red,Unknown,8.49,3.5,,2.138889000323256,8
Cono Sur Reserva Especial Merlot 2009,Colchagua Valley,Chile,2009,Cono Sur,Rose,Merlot,9.46,3.4,,2.247072383063786,15
Schneider Holy Moly Shiraz 2016,Pfalz,Germany,2016,Schneider,Sparkling,Shiraz,31.14,4.3,,3.4384931664058525,8
Le Roc La Folle Noire Dambat 2014,Other,France,2014,Le Roc,Red,Unknown,12.99,3.3,,2.564179830682508,10
Chateau Dissan Margaux Grand Cru Classe 2005,Margaux,France,2005,Chateau Dissan,White,Margaux,130.14,4.3,,4.8686107940668375,19
Charles Woodsons Intercept Cabernet Sauvignon 2019,Paso Robles,United States,2019,Charles Woodsons Intercept,Red,Cabernet Sauvignon,21.99,3.7,,3.090587804566669,5
Val Delle Rose Aurelio Maremma Toscana 2016,Maremma Toscana,Italy,2016,Val Delle Rose,Sparkling,Rose,25.23,3.9,,3.228033762652966,8
Chateau Barit Bordeaux Superieur 2016,Bordeaux Superieur,France,2016,Chateau Barit,Sparkling,Unknown,7.11,3.6,,1.9615022438151493,8
Volver Paso A Paso Tempranillo 2017,Castilla,Spain,2017,Volver,Rose,Tempranillo,14.12,3.6,,2.647592232065096,7
Salentein Portillo Merlot 2016,Uco Valley,Argentina,2016,Salentein,Red,Merlot,10.26,3.6,,2.3282528397426234,8
Pascal Janvier Cuvee Du Rosier Coteaux Du Loir 2018,Other,France,2018,Pascal Janvier,Red,Unknown,21.0,4.0,,3.044522437723423,6
Plaimont Monastere De Saintmont Rouge 2016,Other,France,2016,Plaimont,Sparkling,Unknown,25.5,3.7,,3.2386784521643803,8
Chateau Giscours Margaux Grand Cru Classe 2013,Margaux,France,2013,Chateau Giscours,Red,Margaux,69.8,4.0,,4.245634009768327,11
Brancaia Tre 2016,Toscana,Italy,2016,Brancaia,Red,Unknown,12.0,3.8,,2.4849066497880004,8
Clos Leglise Pomerol 2015,Pomerol,France,2015,Clos Leglise,Red,Pomerol,103.02,4.3,,4.634923144137439,9
Elsa Bianchi Malbec 2020,Mendoza,Argentina,2020,Elsa Bianchi,Red,Malbec,15.99,3.4,,2.771963526845863,4
Finca Nueva Crianza 2016,Rioja,Spain,2016,Finca Nueva,Red,Unknown,13.99,3.5,,2.63834278867739,8
Clos Baste Madiran 2016,Other,France,2016,Clos Baste,White,Madiran,20.07,3.7,,2.9992261628082466,8
Andrea Oberto Barbera Dalba 2017,Barbera Dalba,Italy,2017,Andrea Oberto,Red,Barbera,18.99,3.8,,2.9439125248241944,7
Bodegas Faustino Art Collection Crianza 2018,Rioja,Spain,2018,Bodegas Faustino,Red,Unknown,9.74,3.5,,2.276241117654444,6
Withers In Hand Red Blend 2017,Other,United States,2017,Withers,Red,Red Blend,27.95,3.9,,3.3304171996011083,7
E Guigal Gigondas 2016,Gigondas,France,2016,E Guigal,White,Gigondas,22.5,3.9,,3.1135153092103742,8
Burmester Tavedo Douro 2016,Douro,Portugal,2016,Burmester,Sparkling,Unknown,9.04,3.3,,2.201659174404085,8
Mauro Molino Barolo Conca 2014,Barolo,Italy,2014,Mauro Molino,Rose,Barolo,68.65,4.3,,4.229021132213981,10
Emiliana Novas Gran Reserva Cabernet Sauvignon 2016,Maipo Valley,Chile,2016,Emiliana,Red,Cabernet Sauvignon,11.39,3.6,,2.4327357774590905,8
Chateau De Beaucastel Hommage A Jacques Perrin Chateauneufdupape 2009,Chateauneufdupape,France,2009,Chateau De Beaucastel,Sparkling,Unknown,520.79,4.5,,6.255346889481134,15
Plaisir De Merle Cabernet Sauvignon 2015,Paarl,South Africa,2015,Plaisir De Merle,Red,Cabernet Sauvignon,15.72,4.0,,2.7549337870010606,9
Enrico Serafino Barbaresco 2015,Barbaresco,Italy,2015,Enrico Serafino,Sparkling,Unknown,28.4,3.8,,3.3463891451671604,9
Muga Torre Muga 2016,Rioja,Spain,2016,Muga,Rose,Unknown,82.81,4.4,,4.416548827045609,8
Ocone Apollo Aglianico 2015,Other,Italy,2015,Ocone,Red,Aglianico,23.0,3.7,,3.1354942159291497,9
Anura Legato Merlot Cabernet Sauvignon 2017,Stellenbosch,South Africa,2017,Anura,Sparkling,Cabernet Sauvignon,12.59,3.8,,2.532902848056256,7
Escudo Rojo Carmenere Reserva 2017,Maipo Valley,Chile,2017,Escudo Rojo,Sparkling,Carmenere,11.57,3.6,,2.448415541205585,7
Belcolle Ape Reale Barbera Dalba 2017,Barbera Dalba,Italy,2017,Belcolle,Sparkling,Barbera,9.5,3.5,,2.2512917986064958,7
Chateau Cantemerle Hautmedoc Grand Cru Classe 2014,Hautmedoc,France,2014,Chateau Cantemerle,Sparkling,Unknown,36.91,3.8,,3.608482517041908,10
Rutini Encuentro Cabernet Sauvignon 2011,Tupungato,Argentina,2011,Rutini,Red,Cabernet Sauvignon,24.0,3.0,,3.1780538303479458,13
Pico Maccario Barbera Dasti Superiore Epico 2015,Barbera Dasti,Italy,2015,Pico Maccario,Sparkling,Barbera,42.82,4.3,,3.757005283161537,9
Chateau Martinet Saintemilion Grand Cru 2011,Saintemilion Grand Cru,France,2011,Chateau Martinet,Red,Unknown,17.74,3.5,,2.8758219768814337,13
Chateau Beausite Saintestephe 2016,Saintestephe,France,2016,Chateau Beausite,Rose,Unknown,27.29,4.0,,3.306520334720247,8
Rutini Trumpeter Malbec 2020,Mendoza,Argentina,2020,Rutini,Red,Malbec,11.99,3.9,,2.484072969039423,4
Torre Dorti Valpolicella Ripasso Superiore 2018,Valpolicella Ripasso,Italy,2018,Torre Dorti,Red,Unknown,12.97,4.1,,2.562638998328352,6
Gaja Sori Tildin Barbaresco Langhe 2014,Langhe,Italy,2014,Gaja,White,Unknown,509.94,4.6,,6.23429307173859,10
Chateau Segur Hautmedoc 2014,Hautmedoc,France,2014,Chateau Segur,Rose,Unknown,16.22,3.6,,2.7862450486872667,10
Rolland Galarreta Rg Tempranillo Merlot 2015,Ribera Del Duero,Spain,2015,Rolland Galarreta Rg,White,Tempranillo,15.14,3.7,,2.717340248009303,9
Chateau La Raze Beauvallet Medoc 2015,Medoc,France,2015,Chateau La Raze Beauvallet,Sparkling,Unknown,14.09,3.7,,2.6454653259105885,9
Mukhrani Tavkveri 2016,Other,Other,2016,Mukhrani,White,Unknown,18.34,4.1,,2.9090844668283187,8
Canalicchio Franco Pacenti Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Canalicchio Franco Pacenti,Red,Unknown,36.35,3.8,,3.5931942039795284,10
Chateau De Fieuzal Pessacleognan Grand Cru Classe De Graves 2015,Pessacleognan,France,2015,Chateau De Fieuzal,Red,Unknown,52.35,4.0,,3.957951937316546,9
Mauritson Zinfandel 2014,Dry Creek Valley,United States,2014,Mauritson,Red,Zinfandel,27.99,4.1,,3.331847303527362,10
Vite Colte Essenze Barolo 2015,Barolo,Italy,2015,Vite Colte,White,Barolo,29.19,3.9,,3.373826184866024,9
Hilbergpasquero Nebbiolo Dalba 2015,Nebbiolo Dalba,Italy,2015,Hilbergpasquero,Red,Nebbiolo,29.0,4.2,,3.367295829986474,9
Quinta Sardonia Sardon 2016,Castilla Y Leon,Spain,2016,Quinta Sardonia,Red,Unknown,11.26,3.7,,2.4212566227115446,8
Terranoble Gran Reserva Cabernet Sauvignon 2017,Colchagua Valley,Chile,2017,Terranoble,Red,Cabernet Sauvignon,15.08,4.0,,2.71336936257981,7
Avignonesi Rosso Di Montepulciano 2014,Rosso Di Montepulciano,Italy,2014,Avignonesi,Sparkling,Montepulciano,15.5,3.5,,2.740840023925201,10
Luis Canas Rioja Reserva 2013,Rioja,Spain,2013,Luis Canas,Red,Rioja,15.18,4.0,,2.719978771967484,11
Siduri Santa Lucia Highlands Pinot Noir 2017,Other,United States,2017,Siduri,Red,Pinot Noir,28.99,3.9,,3.366950942933564,7
Three Thieves Cabernet Sauvignon 2014,California,United States,2014,Three Thieves,Red,Cabernet Sauvignon,8.92,3.5,,2.1882959465919183,10
Cinciole Petresco 2013,Chianti Classico,Italy,2013,Cinciole,Red,Unknown,41.2,4.0,,3.7184382563554808,11
I Sodi Chianti Classico 2016,Chianti Classico,Italy,2016,I Sodi,Sparkling,Chianti,14.2,3.9,,2.653241964607215,8
Bodegas Roda Cirsion Rioja 2011,Rioja,Spain,2011,Bodegas Roda,White,Rioja,226.76,4.6,,5.423892189456104,13
Predator Cabernet Sauvignon 2017,California,United States,2017,Predator,Red,Cabernet Sauvignon,14.99,3.9,,2.7073833121145063,7
El Jefe Grande Tempranillo 2017,Castilla Y Leon,Spain,2017,El Jefe Grande,Red,Tempranillo,13.99,3.6,,2.63834278867739,7
Enate Tinto 2016,Somontano,Spain,2016,Enate,Sparkling,Unknown,11.99,3.3,,2.484072969039423,8
Vinum Cellars The Scrapper Cabernet Franc 2016,Other,United States,2016,Vinum Cellars,Red,Cabernet Franc,27.92,3.9,,3.329343277894172,8
Skinner Syrah 2015,Other,United States,2015,Skinner,Red,Syrah,23.98,4.1,,3.1772201495993686,9
Doppio Passo Riserva 2017,Other,Italy,2017,Doppio Passo,Rose,Unknown,10.83,4.1,,2.382320061012899,7
Raeburn Chardonnay 2020,Other,United States,2020,Raeburn,White,Chardonnay,17.24,4.0,14.0,2.847232265235547,4
Lindemans Bin 40 Merlot 2018,South Eastern Australia,Australia,2018,Lindemans,Red,Merlot,6.99,3.4,,1.944480556245719,6
Gulfi Nerojbleo 2009,Terre Siciliane,Italy,2009,Gulfi,Red,Unknown,15.86,3.8,,2.763800216206702,15
Condado De Oriza Reserva Ribera Del Duero 2014,Ribera Del Duero,Spain,2014,Condado De Oriza,White,Unknown,15.75,3.7,,2.7568403652716422,10
Feudi Branciforti Dei Bordonaro Merlot 2016,Terre Siciliane,Italy,2016,Feudi Branciforti Dei Bordonaro,Sparkling,Merlot,7.49,3.4,,2.013568797529128,8
Jimenezlandi Las Uvas De La Ira 2014,Other,Spain,2014,Jimenezlandi,Red,Unknown,28.99,3.7,,3.366950942933564,10
Man Merlot Jan Fiskaal 2016,Coastal Region,South Africa,2016,Man,Red,Merlot,7.8,3.5,,2.054123733695546,8
Meerlust Red 2017,Stellenbosch,South Africa,2017,Meerlust,Red,Unknown,15.08,3.9,,2.71336936257981,7
Montecillo Rioja Gran Reserva 2009,Rioja,Spain,2009,Montecillo,Red,Rioja,22.8,3.9,,3.126760535960395,15
Celler Pinol Portal 2016,Terra Alta,Spain,2016,Celler Pinol,Red,Port,27.99,3.8,,3.331847303527362,8
Castel Sallegg Merlot Riserva 2015,Sudtirol Alto Adige,Italy,2015,Castel Sallegg,Red,Merlot,22.68,3.7,,3.121483478859551,9
Innocent Bystander Yarra Valley Pinot Noir 2018,Other,Australia,2018,Innocent Bystander,Red,Pinot Noir,18.89,3.9,13.0,2.9386326815134183,6
Fleur Du Cap Cabernet Sauvignon 2016,Coastal Region,South Africa,2016,Fleur Du Cap,Red,Cabernet Sauvignon,9.22,3.6,,2.221375037568502,8
Bodegas Valdelana Familia Valdelana Cosecha 2020,Rioja,Spain,2020,Bodegas Valdelana,Red,Unknown,6.61,3.4,,1.888583653863595,4
Zabu Syrah 2018,Terre Siciliane,Italy,2018,Zabu,White,Syrah,5.07,3.6,,1.623340817603092,6
Esporao S Syrah 2012,Alentejano,Portugal,2012,Esporao,Red,Syrah,38.07,4.0,,3.6394265703944058,12
Tenute Silvio Nardi 43Deg Toscana Rosso 2016,Toscana,Italy,2016,Tenute Silvio Nardi,Rose,Unknown,10.47,3.5,,2.3485140248824456,8
Corte Giara Bardolino 2016,Bardolino,Italy,2016,Corte Giara,Sparkling,Bardolino,6.4,3.5,,1.856297990365626,8
Chateau Hautmarbuzet Saintestephe 2009,Saintestephe,France,2009,Chateau Hautmarbuzet,White,Unknown,67.69,4.3,,4.214938458520516,15
Monte Real Gran Reserva 2014,Rioja,Spain,2014,Monte Real,Red,Gran Reserva,11.14,3.9,,2.410542234499138,10
Annesophie Pic Et Michel Chapoutier Cotesdurhone Rouge 2017,Cotesdurhone,France,2017,Annesophie Pic Et Michel Chapoutier,White,Unknown,9.66,3.8,,2.2679936482244267,7
Chateau La Cabanne Pomerol 2015,Pomerol,France,2015,Chateau La Cabanne,Rose,Pomerol,51.83,3.9,,3.947969132201615,9
Hummel Kekfrankos 2017,Other,Hungary,2017,Hummel,Red,Unknown,10.31,3.6,,2.3331142980288684,7
San Marzano 60 Sessantanni Old Vines Primitivo Di Manduria 2016,Primitivo Di Manduria,Italy,2016,San Marzano,Red,Primitivo,18.71,4.4,,2.9290581402859983,8
Gabbas Arbore Cannonau Di Sardegna 2012,Cannonau Di Sardegna,Italy,2012,Gabbas,White,Unknown,23.76,4.0,,3.1680034944944446,12
Fattoria Le Corti Chianti Classico 2016,Chianti Classico,Italy,2016,Fattoria Le Corti,Rose,Chianti,10.84,3.8,,2.3832429960115,8
Mauro Molino Barbera Dalba 2018,Barbera Dalba,Italy,2018,Mauro Molino,Red,Barbera,13.13,3.8,,2.5748996883147046,6
Chateau Giscours Margaux Grand Cru Classe 2013,Margaux,France,2013,Chateau Giscours,White,Margaux,69.8,4.0,,4.245634009768327,11
Vermador Barrica Monastrell Syrah 2018,Valencia,Spain,2018,Vermador,Red,Monastrell,7.22,3.3,,1.9768549529047348,6
Tenute Guicciardini Strozzi Ocra Bolgheri Rosso 2016,Bolgheri,Italy,2016,Tenute Guicciardini Strozzi,White,Unknown,25.77,3.8,,3.2492110246642736,8
Condado De Haza Crianza Ribera Del Duero 2018,Ribera Del Duero,Spain,2018,Condado De Haza,Red,Crianza Ribera Del Duero,13.77,4.0,,2.6224923127405635,6
Manoir Du Carra Beaujolaisvillages 2018,Beaujolaisvillages,France,2018,Manoir Du Carra,Red,Unknown,17.99,3.7,,2.8898160479624413,6
Bodegas Ateca Atteca Armas Garnacha Old Vines 2018,Calatayud,Spain,2018,Bodegas Ateca,Red,Garnacha,13.99,4.1,,2.63834278867739,6
Giant Steps Pinot Noir 2020,Other,Australia,2020,Giant Steps,Red,Pinot Noir,24.0,3.9,,3.1780538303479458,4
De Moya Maria 2016,Valencia,Spain,2016,De Moya,Rose,Unknown,11.83,4.0,,2.470638677990296,8
Vina Herminia Rioja Reserva 2014,Rioja,Spain,2014,Vina Herminia,Rose,Rioja,15.08,4.0,,2.71336936257981,10
Ziereisen Tschuppen 2016,Baden,Germany,2016,Ziereisen,White,Unknown,13.02,3.6,,2.5664866367804238,8
Chateau La Fleur Morange Mathilde Saintemilion Grand Cru 2010,Saintemilion Grand Cru,France,2010,Chateau La Fleur Morange,Rose,Unknown,43.35,3.8,,3.769306703226551,14
Breca Garnacha 2018,Calatayud,Spain,2018,Breca,Red,Garnacha,15.99,3.8,,2.771963526845863,6
Gd Vajra Pinot Nero Langhe Pn Q497 2012,Langhe,Italy,2012,Gd Vajra,White,Pinot Nero,21.65,3.7,,3.075005454448499,12
Telmo Rodriguez Almuvedre Tinto Monastrell 2018,Alicante,Spain,2018,Telmo Rodriguez,White,Monastrell,7.54,3.6,,2.0202221820198645,6
Salentein Barrel Selection Merlot 2017,Uco Valley,Argentina,2017,Salentein,Rose,Merlot,14.57,4.0,,2.6789646202071133,7
Chateau Du Trignon Plan De Dieu Cotes Du Rhone Villages 2017,Cotesdurhonevillages,France,2017,Chateau Du Trignon,Red,Unknown,20.99,3.8,,3.0440461338325417,7
Mamete Prevostini Albareda Sforzato Di Valtellina 2015,Other,Italy,2015,Mamete Prevostini,Sparkling,Unknown,59.67,4.3,,4.088829381533991,9
Eastdell Gamay Noir 2016,Other,Other,2016,Eastdell,White,Gamay,16.22,3.3,,2.7862450486872667,8
Chateau Moulin De Curat Puisseguin Saintemilion 2013,Other,France,2013,Chateau Moulin De Curat,Red,Unknown,11.66,3.4,,2.4561641809223462,11
Les Halos De Jupiter Chateauneufdupape Adrastee Rouge 2015,Chateauneufdupape,France,2015,Les Halos De Jupiter,Red,Unknown,52.77,4.4,,3.9659428474175766,9
Delaire Graff Botmaskop 2017,Stellenbosch,South Africa,2017,Delaire Graff,Rose,Unknown,21.05,4.1,,3.0469005601283903,7
Santa Ema Rivalta Red 2013,Other,Chile,2013,Santa Ema,Rose,Unknown,45.46,4.3,,3.816832818424397,11
Ego Acuma 2018,Jumilla,Spain,2018,Ego,Rose,Unknown,8.57,4.1,,2.1482677326096886,6
Rui Reguinga Tributo 2017,Other,Portugal,2017,Rui Reguinga,Sparkling,Unknown,25.99,4.1,,3.2577118486533987,7
Manuel Manzaneque Suarez Ea Tinto 2017,La Mancha,Spain,2017,Manuel Manzaneque Suarez,Red,Unknown,10.02,3.8,,2.304583095656719,7
Mouton Cadet Bordeaux Rouge 2017,Bordeaux,France,2017,Mouton Cadet,White,Unknown,11.39,3.5,,2.4327357774590905,7
Morgenster Estate Rouge Estate Reserve 2014,Stellenbosch,South Africa,2014,Morgenster Estate,Red,Unknown,39.6,4.1,,3.6788291182604342,10
Glenelly The Glass Collection Syrah 2014,Stellenbosch,South Africa,2014,Glenelly,White,Syrah,12.97,3.5,,2.562638998328352,10
Selvapiana Villa Petrognano Pomino 2014,Other,Italy,2014,Selvapiana,Red,Unknown,20.99,4.0,,3.0440461338325417,10
